student_id,academic_year,week_number,module_code,semester,total_sessions,attended_sessions,vle_logins,vle_resource_views,vle_forum_posts,vle_mean_login_time
20001,1050-51,7,4241201,1,3,2,7,20,1,13:18
20001,1050-51,7,4241203,2,4,3,6,16,1,15:57
20001,1050-51,8,4241202,1,4,4,4,11,1,12:08
20001,1050-51,8,4241204,2,2,2,8,22,1,17:28
20001,1050-51,8,4241201,1,3,3,6,19,1,14:09
20001,1050-51,8,4241203,2,4,3,9,27,0,14:18
20001,1050-51,9,4241202,1,4,4,8,16,1,15:53
20001,1050-51,9,4241204,2,2,1,11,22,0,11:39
20001,1050-51,9,4241201,1,3,3,10,22,1,15:32
20001,1050-51,9,4241203,2,4,4,7,15,0,11:12
20001,1050-51,10,4241202,1,4,4,5,21,1,12:24
20001,1050-51,10,4241204,2,2,1,7,28,1,14:37
20001,1050-51,10,4241201,1,3,2,5,22,2,14:44
20001,1050-51,10,4241203,2,4,4,8,34,1,15:06
20001,1050-51,11,4241202,1,4,4,3,12,1,14:59
20001,1050-51,11,4241204,2,2,2,2,8,0,14:20
20001,1050-51,11,4241201,1,3,3,8,37,0,13:39
20001,1050-51,11,4241203,2,4,4,10,43,0,12:49
20001,1050-51,12,4241202,1,4,4,11,47,2,16:17
20001,1050-51,12,4241204,2,2,2,6,24,0,13:21
20001,1050-51,12,4241201,1,3,2,3,13,0,16:52
20001,1050-51,12,4241203,2,4,3,11,46,2,11:45
20002,1050-51,1,4241101,1,4,3,0,0,2,15:23
20002,1050-51,1,4241102,1,4,4,2,4,2,14:07
20002,1050-51,1,4241103,2,4,3,0,0,2,15:27
20002,1050-51,1,422403,2,4,3,1,2,1,15:30
20002,1050-51,2,4241101,1,4,3,2,4,1,12:10
20002,1050-51,2,4241102,1,4,4,1,2,0,14:46
20002,1050-51,2,4241103,2,4,4,1,2,4,15:43
20002,1050-51,2,422403,2,4,4,0,0,2,12:19
20002,1050-51,3,4241101,1,4,3,1,2,0,12:51
20002,1050-51,3,4241102,1,4,3,0,0,1,13:30
20002,1050-51,3,4241103,2,4,3,2,4,2,12:05
20002,1050-51,3,422403,2,4,3,0,0,1,15:30
20002,1050-51,4,4241101,1,4,4,0,0,0,17:10
20002,1050-51,4,4241102,1,4,4,3,6,0,15:16
20002,1050-51,4,4241103,2,4,4,0,0,1,08:56
20002,1050-51,4,422403,2,4,3,0,0,2,14:51
20002,1050-51,5,4241101,1,4,4,2,4,1,16:44
20002,1050-51,5,4241102,1,4,4,0,0,2,11:04
20002,1050-51,5,4241103,2,4,4,0,0,0,11:39
20002,1050-51,5,422403,2,4,4,0,0,1,11:34
20002,1050-51,6,4241101,1,4,3,1,3,0,09:50
20002,1050-51,6,4241102,1,4,3,0,0,0,11:26
20002,1050-51,6,4241103,2,4,4,1,3,1,14:46
20002,1050-51,6,422403,2,4,3,0,0,0,13:43
20002,1050-51,7,4241101,1,4,2,2,5,0,13:55
20002,1050-51,7,4241102,1,4,3,0,0,3,12:48
20002,1050-51,7,4241103,2,4,2,3,8,1,10:07
20002,1050-51,7,422403,2,4,2,0,0,3,17:25
20002,1050-51,8,4241101,1,4,2,0,0,1,15:57
20002,1050-51,8,4241102,1,4,2,1,2,1,15:15
20002,1050-51,8,4241103,2,4,1,3,7,0,11:39
20002,1050-51,8,422403,2,4,2,2,4,0,16:37
20002,1050-51,9,4241101,1,4,2,0,0,1,14:43
20002,1050-51,9,4241102,1,4,2,0,0,1,18:04
20002,1050-51,9,4241103,2,4,2,1,2,0,11:10
20002,1050-51,9,422403,2,4,2,0,0,0,15:45
20002,1050-51,10,4241101,1,4,3,2,8,1,11:47
20002,1050-51,10,4241102,1,4,3,0,0,2,15:05
20002,1050-51,10,4241103,2,4,4,1,4,1,13:32
20002,1050-51,10,422403,2,4,3,0,0,0,13:05
20002,1050-51,11,4241101,1,4,4,1,4,3,18:45
20002,1050-51,11,4241102,1,4,3,1,4,3,16:45
20002,1050-51,11,4241103,2,4,3,1,4,0,16:04
20002,1050-51,11,422403,2,4,4,2,8,2,13:07
20002,1050-51,12,4241101,1,4,4,0,0,2,14:14
20002,1050-51,12,4241102,1,4,3,1,4,3,10:14
20002,1050-51,12,4241103,2,4,3,0,0,2,11:46
20002,1050-51,12,422403,2,4,3,1,4,2,11:48
20003,1050-51,1,442404,2,4,4,1,2,3,17:09
20003,1050-51,1,442701,1,4,3,2,4,2,12:33
20003,1050-51,1,442602,1,4,3,1,2,1,14:13
20003,1050-51,1,442503,2,4,4,0,0,1,14:32
20003,1050-51,2,442404,2,4,4,1,2,0,13:30
20003,1050-51,2,442701,1,4,4,1,2,1,13:37
20003,1050-51,2,442602,1,4,4,1,2,0,11:56
20003,1050-51,2,442503,2,4,4,2,4,2,13:50
20003,1050-51,3,442404,2,4,4,1,2,1,15:14
20003,1050-51,3,442701,1,4,4,1,2,2,12:56
20003,1050-51,3,442602,1,4,4,1,2,2,14:47
20003,1050-51,3,442503,2,4,3,1,2,2,15:01
20003,1050-51,4,442404,2,4,4,1,2,3,12:16
20003,1050-51,4,442701,1,4,4,0,0,0,10:55
20003,1050-51,4,442602,1,4,4,0,0,0,15:00
20003,1050-51,4,442503,2,4,3,0,0,1,13:54
20003,1050-51,5,442404,2,4,3,1,2,3,12:16
20003,1050-51,5,442701,1,4,3,2,4,2,15:00
20003,1050-51,5,442602,1,4,3,2,4,2,15:16
20003,1050-51,5,442503,2,4,3,0,0,1,14:11
20003,1050-51,6,442404,2,4,4,2,6,2,14:00
20003,1050-51,6,442701,1,4,4,0,0,3,16:35
20003,1050-51,6,442602,1,4,4,1,3,2,11:47
20003,1050-51,6,442503,2,4,3,1,3,1,12:33
20003,1050-51,7,442404,2,4,3,1,3,0,15:01
20003,1050-51,7,442701,1,4,3,1,3,0,17:33
20003,1050-51,7,442602,1,4,3,1,3,1,17:26
20003,1050-51,7,442503,2,4,3,0,0,1,15:00
20003,1050-51,8,442404,2,4,3,2,6,0,11:21
20003,1050-51,8,442701,1,4,3,0,0,2,13:17
20003,1050-51,8,442602,1,4,3,3,8,1,14:10
20003,1050-51,8,442503,2,4,3,0,0,3,14:09
20003,1050-51,9,442404,2,4,4,1,2,1,12:19
20003,1050-51,9,442701,1,4,4,2,4,2,13:19
20003,1050-51,9,442602,1,4,3,1,2,0,13:59
20003,1050-51,9,442503,2,4,4,2,4,0,14:18
20003,1050-51,10,442404,2,4,4,1,4,0,12:27
20003,1050-51,10,442701,1,4,4,0,0,2,14:41
20003,1050-51,10,442602,1,4,4,0,0,2,14:22
20003,1050-51,10,442503,2,4,4,1,4,2,14:26
20003,1050-51,11,442404,2,4,3,0,0,2,14:39
20003,1050-51,11,442701,1,4,4,1,4,3,13:15
20003,1050-51,11,442602,1,4,4,0,0,0,17:12
20003,1050-51,11,442503,2,4,4,0,0,3,14:28
20003,1050-51,12,442404,2,4,4,0,0,1,11:18
20003,1050-51,12,442701,1,4,3,0,0,4,14:26
20003,1050-51,12,442602,1,4,3,0,0,2,16:33
20003,1050-51,12,442503,2,4,3,1,4,1,15:11
20004,1050-51,1,442404,2,4,3,1,2,1,11:09
20004,1050-51,1,442701,1,4,3,1,2,2,11:22
20004,1050-51,1,442602,1,4,4,0,0,4,12:38
20004,1050-51,1,442503,2,4,3,0,0,2,14:01
20004,1050-51,2,442404,2,4,2,0,0,3,14:30
20004,1050-51,2,442701,1,4,3,1,2,0,11:29
20004,1050-51,2,442602,1,4,3,1,2,2,12:22
20004,1050-51,2,442503,2,4,2,0,0,4,14:09
20004,1050-51,3,442404,2,4,2,1,2,1,14:01
20004,1050-51,3,442701,1,4,1,1,2,1,12:37
20004,1050-51,3,442602,1,4,2,0,0,0,11:38
20004,1050-51,3,442503,2,4,1,0,0,2,18:31
20004,1050-51,4,442404,2,4,2,0,0,1,16:55
20004,1050-51,4,442701,1,4,2,1,2,4,15:42
20004,1050-51,4,442602,1,4,2,1,2,1,12:30
20004,1050-51,4,442503,2,4,2,0,0,1,10:30
20004,1050-51,5,442404,2,4,3,1,2,0,16:21
20004,1050-51,5,442701,1,4,3,1,2,2,17:05
20004,1050-51,5,442602,1,4,3,0,0,1,16:30
20004,1050-51,5,442503,2,4,3,2,4,2,16:13
20004,1050-51,6,442404,2,4,3,1,3,0,18:17
20004,1050-51,6,442701,1,4,4,0,0,1,18:21
20004,1050-51,6,442602,1,4,3,1,3,3,15:15
20004,1050-51,6,442503,2,4,3,3,8,1,16:55
20004,1050-51,7,442404,2,4,3,3,8,0,15:13
20004,1050-51,7,442701,1,4,3,0,0,2,12:35
20004,1050-51,7,442602,1,4,2,0,0,1,14:49
20004,1050-51,7,442503,2,4,2,0,0,2,16:22
20004,1050-51,8,442404,2,4,3,3,8,1,11:11
20004,1050-51,8,442701,1,4,3,0,0,1,14:39
20004,1050-51,8,442602,1,4,2,0,0,1,15:19
20004,1050-51,8,442503,2,4,3,3,7,1,16:19
20004,1050-51,9,442404,2,4,4,2,4,4,16:43
20004,1050-51,9,442701,1,4,4,1,2,4,12:19
20004,1050-51,9,442602,1,4,4,2,4,2,20:43
20004,1050-51,9,442503,2,4,3,0,0,3,15:55
20004,1050-51,10,442404,2,4,3,1,4,1,15:15
20004,1050-51,10,442701,1,4,3,1,4,0,14:47
20004,1050-51,10,442602,1,4,3,0,0,4,13:58
20004,1050-51,10,442503,2,4,3,2,7,3,12:17
20004,1050-51,11,442404,2,4,4,0,0,2,19:08
20004,1050-51,11,442701,1,4,4,3,13,1,17:27
20004,1050-51,11,442602,1,4,4,1,4,1,17:08
20004,1050-51,11,442503,2,4,3,1,4,3,14:20
20004,1050-51,12,442404,2,4,3,0,0,1,12:16
20004,1050-51,12,442701,1,4,3,2,8,2,12:35
20004,1050-51,12,442602,1,4,3,0,0,1,12:27
20004,1050-51,12,442503,2,4,3,1,4,1,15:14
20005,1050-51,1,453701,1,4,4,1,2,1,13:56
20005,1050-51,2,453701,1,4,4,1,2,0,13:58
20005,1050-51,3,453701,1,4,3,0,0,1,16:13
20005,1050-51,4,453701,1,4,4,1,2,2,12:36
20005,1050-51,5,453701,1,4,3,2,4,1,13:10
20005,1050-51,6,453701,1,4,4,0,0,2,15:30
20005,1050-51,7,453701,1,4,3,4,11,1,13:33
20005,1050-51,8,453701,1,4,3,0,0,0,12:24
20005,1050-51,9,453701,1,4,4,1,2,1,14:43
20005,1050-51,10,453701,1,4,4,1,4,5,14:30
20005,1050-51,11,453701,1,4,3,1,4,1,16:30
20005,1050-51,12,453701,1,4,3,3,11,1,13:23
20006,1050-51,1,422503,2,4,4,7,16,1,12:48
20006,1050-51,1,422502,1,4,3,9,21,3,14:24
20006,1050-51,1,422504,2,4,4,5,11,1,10:12
20006,1050-51,1,422501,1,3,3,5,11,1,17:44
20006,1050-51,2,422503,2,4,4,8,18,1,18:49
20006,1050-51,2,422502,1,4,4,7,16,1,18:49
20006,1050-51,2,422504,2,4,4,10,21,1,14:45
20006,1050-51,2,422501,1,3,3,7,15,4,09:31
20006,1050-51,3,422503,2,4,3,9,20,3,07:50
20006,1050-51,3,422502,1,4,4,7,15,3,01:15
20006,1050-51,3,422504,2,4,4,8,17,1,12:10
20006,1050-51,3,422501,1,3,2,9,18,0,16:01
20006,1050-51,4,422503,2,4,3,11,24,2,10:19
20006,1050-51,4,422502,1,4,4,7,14,1,19:53
20006,1050-51,4,422504,2,4,3,8,16,2,18:24
20006,1050-51,4,422501,1,3,2,8,15,5,22:32
20006,1050-51,5,422503,2,4,4,6,13,0,15:23
20006,1050-51,5,422502,1,4,4,11,23,0,21:48
20006,1050-51,5,422504,2,4,4,6,12,1,22:09
20006,1050-51,5,422501,1,3,3,6,12,4,11:28
20006,1050-51,6,422503,2,4,3,4,11,0,14:37
20006,1050-51,6,422502,1,4,3,3,8,1,15:08
20006,1050-51,6,422504,2,4,3,10,27,1,15:25
20006,1050-51,6,422501,1,3,2,5,13,1,18:59
20006,1050-51,7,422503,2,4,2,3,8,2,17:00
20006,1050-51,7,422502,1,4,3,8,22,2,14:26
20006,1050-51,7,422504,2,4,2,9,22,3,11:32
20006,1050-51,7,422501,1,3,2,12,29,1,15:50
20006,1050-51,8,422503,2,4,1,7,18,3,18:12
20006,1050-51,8,422502,1,4,2,11,27,0,22:13
20006,1050-51,8,422504,2,4,1,6,14,1,23:44
20006,1050-51,8,422501,1,3,1,9,21,1,14:41
20006,1050-51,9,422503,2,4,4,9,20,0,13:24
20006,1050-51,9,422502,1,4,4,6,14,3,13:59
20006,1050-51,9,422504,2,4,4,7,15,1,13:42
20006,1050-51,9,422501,1,3,3,11,24,0,11:36
20006,1050-51,10,422503,2,4,4,3,13,3,16:01
20006,1050-51,10,422502,1,4,4,6,26,3,18:26
20006,1050-51,10,422504,2,4,4,6,24,3,18:04
20006,1050-51,10,422501,1,3,3,7,29,1,18:15
20006,1050-51,11,422503,2,4,3,5,23,2,10:16
20006,1050-51,11,422502,1,4,4,1,5,3,10:57
20006,1050-51,11,422504,2,4,4,1,4,2,14:42
20006,1050-51,11,422501,1,3,3,4,17,0,17:31
20006,1050-51,12,422503,2,4,4,4,17,1,14:16
20006,1050-51,12,422502,1,4,4,7,30,2,10:31
20006,1050-51,12,422504,2,4,4,6,23,1,21:36
20006,1050-51,12,422501,1,3,3,9,38,1,19:32
20007,1050-51,1,4241101,1,4,4,54,115,1,14:23
20007,1050-51,1,4241102,1,4,4,47,94,2,14:28
20007,1050-51,1,4241103,2,4,4,47,101,2,12:34
20007,1050-51,1,422403,2,4,4,52,104,0,13:35
20007,1050-51,2,4241101,1,4,4,47,100,1,13:53
20007,1050-51,2,4241102,1,4,3,46,86,0,13:56
20007,1050-51,2,4241103,2,4,4,64,133,1,16:05
20007,1050-51,2,422403,2,4,4,42,85,2,14:26
20007,1050-51,3,4241101,1,4,4,41,91,2,14:25
20007,1050-51,3,4241102,1,4,4,39,79,1,15:25
20007,1050-51,3,4241103,2,4,4,43,94,0,13:41
20007,1050-51,3,422403,2,4,4,47,98,1,15:48
20007,1050-51,4,4241101,1,4,3,48,99,2,13:54
20007,1050-51,4,4241102,1,4,4,39,76,1,14:42
20007,1050-51,4,4241103,2,4,3,48,97,1,12:22
20007,1050-51,4,422403,2,4,4,40,78,3,16:14
20007,1050-51,5,4241101,1,4,4,40,87,0,14:12
20007,1050-51,5,4241102,1,4,4,38,77,1,13:09
20007,1050-51,5,4241103,2,4,4,40,85,1,14:47
20007,1050-51,5,422403,2,4,4,42,86,0,13:29
20007,1050-51,6,4241101,1,4,2,52,133,0,14:23
20007,1050-51,6,4241102,1,4,2,44,109,0,16:54
20007,1050-51,6,4241103,2,4,3,53,144,1,12:04
20007,1050-51,6,422403,2,4,2,46,115,2,16:20
20007,1050-51,7,4241101,1,4,3,49,132,2,16:08
20007,1050-51,7,4241102,1,4,2,53,133,2,13:59
20007,1050-51,7,4241103,2,4,2,56,154,0,15:20
20007,1050-51,7,422403,2,4,3,61,161,1,10:23
20007,1050-51,8,4241101,1,4,3,59,174,0,14:17
20007,1050-51,8,4241102,1,4,3,37,103,4,15:58
20007,1050-51,8,4241103,2,4,4,55,161,3,15:12
20007,1050-51,8,422403,2,4,3,49,136,1,17:08
20007,1050-51,9,4241101,1,4,4,33,70,0,12:15
20007,1050-51,9,4241102,1,4,3,37,74,1,15:21
20007,1050-51,9,4241103,2,4,4,52,109,2,15:28
20007,1050-51,9,422403,2,4,4,48,99,4,15:54
20007,1050-51,10,4241101,1,4,3,49,201,3,13:14
20007,1050-51,10,4241102,1,4,4,59,228,3,12:30
20007,1050-51,10,4241103,2,4,4,57,239,1,16:16
20007,1050-51,10,422403,2,4,3,41,162,0,13:04
20007,1050-51,11,4241101,1,4,4,41,169,1,13:53
20007,1050-51,11,4241102,1,4,4,49,181,2,12:12
20007,1050-51,11,4241103,2,4,3,46,192,0,15:03
20007,1050-51,11,422403,2,4,4,41,163,0,14:41
20007,1050-51,12,4241101,1,4,3,37,148,2,15:19
20007,1050-51,12,4241102,1,4,3,47,172,0,13:29
20007,1050-51,12,4241103,2,4,3,35,144,1,13:47
20007,1050-51,12,422403,2,4,4,42,163,3,13:35
20008,1050-51,1,4421201,1,4,4,0,0,1,17:15
20008,1050-51,1,4421102,1,4,3,0,0,1,16:45
20008,1050-51,1,4421003,2,4,4,0,0,2,14:46
20008,1050-51,1,442904,2,4,4,0,0,2,16:52
20008,1050-51,2,4421201,1,4,3,2,4,3,13:59
20008,1050-51,2,4421102,1,4,4,1,2,0,18:35
20008,1050-51,2,4421003,2,4,3,1,2,2,18:05
20008,1050-51,2,442904,2,4,4,0,0,2,17:31
20008,1050-51,3,4421201,1,4,0,2,3,1,20:06
20008,1050-51,3,4421102,1,4,0,0,0,0,15:53
20008,1050-51,3,4421003,2,4,1,2,3,0,19:22
20008,1050-51,3,442904,2,4,0,2,3,0,17:08
20008,1050-51,4,4421201,1,4,4,1,2,1,18:53
20008,1050-51,4,4421102,1,4,3,0,0,1,15:51
20008,1050-51,4,4421003,2,4,4,2,4,3,14:59
20008,1050-51,4,442904,2,4,3,0,0,2,16:36
20008,1050-51,5,4421201,1,4,4,3,6,3,16:32
20008,1050-51,5,4421102,1,4,4,1,2,0,17:20
20008,1050-51,5,4421003,2,4,4,0,0,0,16:26
20008,1050-51,5,442904,2,4,4,0,0,4,14:34
20008,1050-51,6,4421201,1,4,3,1,3,5,16:40
20008,1050-51,6,4421102,1,4,3,1,3,1,16:55
20008,1050-51,6,4421003,2,4,4,0,0,1,15:45
20008,1050-51,6,442904,2,4,4,2,6,1,17:20
20008,1050-51,7,4421201,1,4,2,0,0,5,17:51
20008,1050-51,7,4421102,1,4,2,0,0,1,14:34
20008,1050-51,7,4421003,2,4,3,2,5,2,13:53
20008,1050-51,7,442904,2,4,2,0,0,3,14:41
20008,1050-51,8,4421201,1,4,3,0,0,1,19:26
20008,1050-51,8,4421102,1,4,2,0,0,1,19:14
20008,1050-51,8,4421003,2,4,3,1,3,4,13:52
20008,1050-51,8,442904,2,4,2,0,0,2,18:24
20008,1050-51,9,4421201,1,4,4,2,4,3,14:43
20008,1050-51,9,4421102,1,4,4,1,2,2,17:34
20008,1050-51,9,4421003,2,4,4,0,0,1,14:31
20008,1050-51,9,442904,2,4,4,1,2,2,17:31
20008,1050-51,10,4421201,1,4,1,1,3,1,18:49
20008,1050-51,10,4421102,1,4,1,2,7,4,17:06
20008,1050-51,10,4421003,2,4,1,1,3,2,20:10
20008,1050-51,10,442904,2,4,1,0,0,0,16:09
20008,1050-51,11,4421201,1,4,3,0,0,3,15:44
20008,1050-51,11,4421102,1,4,3,2,8,4,17:33
20008,1050-51,11,4421003,2,4,3,1,4,2,16:48
20008,1050-51,11,442904,2,4,3,0,0,1,16:22
20008,1050-51,12,4421201,1,4,2,1,3,1,12:56
20008,1050-51,12,4421102,1,4,3,0,0,0,18:42
20008,1050-51,12,4421003,2,4,3,0,0,1,16:34
20008,1050-51,12,442904,2,4,2,1,4,1,13:09
20009,1050-51,1,4241101,1,4,3,3,6,4,11:10
20009,1050-51,1,4241102,1,4,3,1,2,1,16:29
20009,1050-51,1,4241103,2,4,4,1,2,1,11:31
20009,1050-51,1,422403,2,4,4,0,0,1,13:04
20009,1050-51,2,4241101,1,4,2,1,2,1,12:17
20009,1050-51,2,4241102,1,4,3,0,0,1,15:34
20009,1050-51,2,4241103,2,4,3,0,0,0,20:57
20009,1050-51,2,422403,2,4,3,0,0,1,16:20
20009,1050-51,3,4241101,1,4,3,0,0,1,15:18
20009,1050-51,3,4241102,1,4,4,0,0,3,16:51
20009,1050-51,3,4241103,2,4,4,0,0,4,13:11
20009,1050-51,3,422403,2,4,4,1,2,0,16:14
20009,1050-51,4,4241101,1,4,4,0,0,0,16:50
20009,1050-51,4,4241102,1,4,4,2,4,1,11:56
20009,1050-51,4,4241103,2,4,4,3,7,6,14:23
20009,1050-51,4,422403,2,4,3,2,4,2,14:43
20009,1050-51,5,4241101,1,4,4,0,0,0,12:41
20009,1050-51,5,4241102,1,4,4,1,2,0,15:56
20009,1050-51,5,4241103,2,4,4,1,2,3,20:16
20009,1050-51,5,422403,2,4,4,1,2,0,20:30
20009,1050-51,6,4241101,1,4,3,1,3,1,17:22
20009,1050-51,6,4241102,1,4,3,2,6,0,12:55
20009,1050-51,6,4241103,2,4,3,0,0,2,21:53
20009,1050-51,6,422403,2,4,3,1,3,2,14:12
20009,1050-51,7,4241101,1,4,3,0,0,0,10:03
20009,1050-51,7,4241102,1,4,4,0,0,1,18:41
20009,1050-51,7,4241103,2,4,3,1,3,2,09:28
20009,1050-51,7,422403,2,4,4,1,3,1,16:36
20009,1050-51,8,4241101,1,4,2,1,3,0,16:26
20009,1050-51,8,4241102,1,4,2,2,5,0,17:33
20009,1050-51,8,4241103,2,4,2,2,5,3,13:07
20009,1050-51,8,422403,2,4,2,0,0,2,17:19
20009,1050-51,9,4241101,1,4,2,0,0,0,13:39
20009,1050-51,9,4241102,1,4,2,0,0,2,14:59
20009,1050-51,9,4241103,2,4,3,0,0,0,14:51
20009,1050-51,9,422403,2,4,2,0,0,2,19:45
20009,1050-51,10,4241101,1,4,4,0,0,1,16:12
20009,1050-51,10,4241102,1,4,4,1,4,2,15:35
20009,1050-51,10,4241103,2,4,4,0,0,1,11:14
20009,1050-51,10,422403,2,4,4,0,0,1,07:56
20009,1050-51,11,4241101,1,4,4,1,4,2,18:21
20009,1050-51,11,4241102,1,4,4,2,8,3,19:52
20009,1050-51,11,4241103,2,4,3,1,4,3,17:51
20009,1050-51,11,422403,2,4,4,0,0,2,14:24
20009,1050-51,12,4241101,1,4,3,0,0,1,17:02
20009,1050-51,12,4241102,1,4,3,1,4,3,18:13
20009,1050-51,12,4241103,2,4,3,2,8,2,18:38
20009,1050-51,12,422403,2,4,3,0,0,1,14:24
20010,1050-51,1,441201,1,4,3,49,101,2,11:11
20010,1050-51,1,441102,1,4,3,45,92,4,17:42
20010,1050-51,2,441201,1,4,4,39,80,1,19:10
20010,1050-51,2,441102,1,4,4,37,77,2,15:16
20010,1050-51,3,441201,1,4,3,57,119,1,14:58
20010,1050-51,3,441102,1,4,4,64,137,1,14:45
20010,1050-51,4,441201,1,4,4,45,94,1,13:16
20010,1050-51,4,441102,1,4,4,48,101,0,14:10
20010,1050-51,5,441201,1,4,3,50,104,2,19:17
20010,1050-51,5,441102,1,4,4,46,100,3,16:18
20010,1050-51,6,441201,1,4,3,46,140,2,15:32
20010,1050-51,6,441102,1,4,3,50,157,3,15:54
20010,1050-51,7,441201,1,4,4,55,167,2,15:14
20010,1050-51,7,441102,1,4,4,39,121,0,13:52
20010,1050-51,8,441201,1,4,4,45,134,1,17:02
20010,1050-51,8,441102,1,4,4,46,140,0,13:40
20010,1050-51,9,441201,1,4,3,47,97,0,13:25
20010,1050-51,9,441102,1,4,3,37,77,0,12:25
20010,1050-51,10,441201,1,4,4,43,194,0,15:50
20010,1050-51,10,441102,1,4,4,42,189,2,15:06
20010,1050-51,11,441201,1,4,4,47,202,2,13:30
20010,1050-51,11,441102,1,4,4,64,285,0,15:48
20010,1050-51,12,441201,1,4,4,45,192,1,15:31
20010,1050-51,12,441102,1,4,4,55,231,2,16:06
20011,1050-51,1,423802,1,3,3,7,15,0,11:50
20011,1050-51,1,423803,2,4,3,11,25,1,14:57
20011,1050-51,1,423801,1,4,4,7,15,1,12:38
20011,1050-51,1,423804,2,4,4,6,13,1,15:19
20011,1050-51,2,423802,1,3,3,3,6,2,13:41
20011,1050-51,2,423803,2,4,3,7,16,2,14:01
20011,1050-51,2,423801,1,4,4,10,22,2,11:51
20011,1050-51,2,423804,2,4,4,7,16,0,12:10
20011,1050-51,3,423802,1,3,3,4,8,2,12:52
20011,1050-51,3,423803,2,4,3,9,19,0,10:56
20011,1050-51,3,423801,1,4,3,5,11,3,12:52
20011,1050-51,3,423804,2,4,4,8,18,2,16:00
20011,1050-51,4,423802,1,3,3,5,10,3,13:23
20011,1050-51,4,423803,2,4,4,8,17,1,12:24
20011,1050-51,4,423801,1,4,4,12,25,4,12:27
20011,1050-51,4,423804,2,4,4,6,13,0,15:01
20011,1050-51,5,423802,1,3,2,13,25,0,11:46
20011,1050-51,5,423803,2,4,3,11,22,1,13:34
20011,1050-51,5,423801,1,4,3,6,11,0,18:40
20011,1050-51,5,423804,2,4,2,6,12,2,11:02
20011,1050-51,6,423802,1,3,2,9,27,1,17:01
20011,1050-51,6,423803,2,4,3,6,18,1,13:35
20011,1050-51,6,423801,1,4,3,3,9,1,14:19
20011,1050-51,6,423804,2,4,3,7,22,0,13:55
20011,1050-51,7,423802,1,3,2,11,32,1,13:25
20011,1050-51,7,423803,2,4,3,5,15,0,15:34
20011,1050-51,7,423801,1,4,3,3,9,0,14:25
20011,1050-51,7,423804,2,4,3,7,21,3,14:17
20011,1050-51,8,423802,1,3,2,9,26,0,11:21
20011,1050-51,8,423803,2,4,4,12,36,2,13:52
20011,1050-51,8,423801,1,4,3,9,25,2,13:39
20011,1050-51,8,423804,2,4,3,11,33,0,15:42
20011,1050-51,9,423802,1,3,3,7,15,0,13:30
20011,1050-51,9,423803,2,4,4,4,9,0,12:19
20011,1050-51,9,423801,1,4,4,6,13,1,15:19
20011,1050-51,9,423804,2,4,4,8,18,1,14:24
20011,1050-51,10,423802,1,3,2,9,36,1,17:19
20011,1050-51,10,423803,2,4,3,9,36,1,15:41
20011,1050-51,10,423801,1,4,2,4,15,1,17:02
