student_id,academic_year,week_number,module_code,semester,attendance_rate,participation_score,academic_engagement,social_engagement,stress_level
502,1047-48,1,2.3.21.02,1,0.7817913986626958,0.1977205407390751,0.655540880227899,0.4259554233117338,0.5668828861610793
502,1047-48,1,2.3.21.03,2,0.7973366056231607,0.296722022597252,0.6769520522900183,0.4434258950404149,0.5144460584650233
502,1047-48,2,2.3.21.01,1,0.7376914425053801,0.105933145765306,0.6462639303150418,0.3000230968263107,0.5796666332814113
502,1047-48,2,2.3.21.02,1,0.5906913478593014,0.1719314520988616,0.4846869357134726,0.2708222118388756,0.6508373320459907
502,1047-48,2,2.3.21.03,2,0.6486575272500613,0.1630430795788761,0.5791306954717724,0.4012104178040702,0.6933306882531676
502,1047-48,3,2.3.21.01,1,0.8480512780207734,0.3593963650831147,0.7845599454993746,0.4977583465630208,0.5153566138249362
502,1047-48,3,2.3.21.02,1,0.7855844491891076,0.354831786655854,0.7398276374110363,0.4660368164303279,0.5216922993587542
502,1047-48,3,2.3.21.03,2,0.8698229664220077,0.3834729574002373,0.7314600325182885,0.459383804073078,0.5370307343077728
502,1047-48,4,2.3.21.01,1,0.8610161695508813,0.4537070460978756,0.7733273563972922,0.5315679645585035,0.5116258062259372
502,1047-48,4,2.3.21.02,1,0.8985289112753068,0.4176337508801542,0.7429505258075612,0.5702635103112329,0.4302743143410997
502,1047-48,4,2.3.21.03,2,0.8591410597391269,0.479639565565836,0.8339236741594805,0.5902677828831436,0.5113690956836163
502,1047-48,5,2.3.21.01,1,0.7439809692367341,0.352794140620331,0.5997920422723864,0.4158914064626067,0.5319305678176262
502,1047-48,5,2.3.21.02,1,0.6694014445790912,0.3078656688731784,0.6608401036763218,0.4411901894062493,0.5627412449537507
502,1047-48,5,2.3.21.03,2,0.7171519801525654,0.3810170666579363,0.6222089949891434,0.3906378611532569,0.6288322533561669
502,1047-48,6,2.3.21.01,1,0.95,0.4344740155271707,0.848179322799049,0.565667241246746,0.5102528897320261
502,1047-48,6,2.3.21.02,1,0.8494837791802203,0.5332383288521394,0.7381051139503105,0.5266889249624993,0.5917621041342814
502,1047-48,6,2.3.21.03,2,0.9271226766353204,0.4390859547484502,0.8170579017098546,0.6158430014038229,0.6021323455185612
502,1047-48,7,2.3.21.01,1,0.6887113600106833,0.3629562420313624,0.8401705784527139,0.447317383854974,0.5987148191358465
502,1047-48,7,2.3.21.02,1,0.7770633401472161,0.3285782280286725,0.7455701390569228,0.4851937985109552,0.5744854274684156
502,1047-48,7,2.3.21.03,2,0.8775460595131289,0.4412841138513699,0.7818788709232221,0.5010552992665572,0.6219373595283402
502,1047-48,8,2.3.21.01,1,0.7981320191577149,0.3849143803345511,0.7425444329823305,0.5556763341967992,0.6561339940501172
502,1047-48,8,2.3.21.02,1,0.8095788071557943,0.3783203319219038,0.7261245605245523,0.5099364027281515,0.6555559738085854
502,1047-48,8,2.3.21.03,2,0.8923653507022175,0.4381712843244164,0.8326229671608133,0.5900271674857018,0.561644105667312
502,1047-48,9,2.3.21.01,1,0.717584214953523,0.2776219948985707,0.6254147593062866,0.3764358346833614,0.6733311790534994
502,1047-48,9,2.3.21.02,1,0.7001008820153753,0.2473580118002317,0.7058059415487581,0.4892601314503084,0.6417151245954088
502,1047-48,9,2.3.21.03,2,0.7238639344477438,0.2904368683308667,0.5865973189824759,0.4634926796953019,0.6415076562725581
502,1047-48,10,2.3.21.01,1,0.7762905755365338,0.2638170692364788,0.6711462273992238,0.3300591283963421,0.7498145506622517
502,1047-48,10,2.3.21.02,1,0.784547696165059,0.3513283512939504,0.705936454282491,0.4274305757395712,0.8501689612298603
502,1047-48,10,2.3.21.03,2,0.7196147116703202,0.2349861841838503,0.6887133955275947,0.3494110227754057,0.7987447912738352
502,1047-48,11,2.3.21.01,1,0.7909085001760436,0.3550026062403227,0.7680500762538289,0.4216929413809925,0.7255383336501119
502,1047-48,11,2.3.21.02,1,0.7978799629583884,0.3831089471740148,0.699213423125803,0.4967416212993135,0.8421292583595043
502,1047-48,11,2.3.21.03,2,0.834218304976861,0.4039969263441049,0.7250662352508567,0.4288444791486134,0.7940390383483941
502,1047-48,12,2.3.21.01,1,0.7717097369438672,0.3275555147515958,0.7991535681321397,0.5025340927374703,0.735832620902689
502,1047-48,12,2.3.21.02,1,0.8136684796806949,0.3172474280417218,0.8031156509587193,0.3927777904820376,0.7348219122201419
502,1047-48,12,2.3.21.03,2,0.8680371366556806,0.3810150733335382,0.7578644302650667,0.4151138129017741,0.7925870341231386
503,1047-48,1,2.4.24.01,1,0.4383275333551231,0.6117976432329294,0.6321881442070028,0.7172099097877317,0.88375439588587
503,1047-48,1,2.4.24.02,2,0.4083340819293103,0.528544192693914,0.484894787954779,0.7449693416671356,0.7909561033596917
503,1047-48,2,2.4.24.01,1,0.4129621879642609,0.6353691567677464,0.465480039937115,0.6948100117203516,0.815012288101491
503,1047-48,2,2.4.24.02,2,0.4096368385680911,0.5447399616447723,0.5485515053766915,0.7019984136680295,0.919310840809192
503,1047-48,3,2.4.24.01,1,0.4915660010102175,0.6945505188492288,0.5830509726205044,0.91856584232057,0.7652502390003773
503,1047-48,3,2.4.24.02,2,0.5216480033889185,0.7012060570761326,0.6513549975662661,0.8373290704522897,0.6671938619349259
503,1047-48,4,2.4.24.01,1,0.4897673819115545,0.7680974057208616,0.6314992634671964,0.95,0.5939796329061664
503,1047-48,4,2.4.24.02,2,0.535721603947843,0.7862434142269624,0.6957645598705797,0.9032698448684614,0.665739449521051
503,1047-48,5,2.4.24.01,1,0.579920837724181,0.9333039930584832,0.7182772340025001,0.8729684372010547,0.5101381049527324
503,1047-48,5,2.4.24.02,2,0.6926304199054769,0.8045782281745905,0.8297113946803676,0.95,0.6297775969508079
503,1047-48,6,2.4.24.01,1,0.4979557219269244,0.920174177665679,0.6919846679525374,0.95,0.7211503397120026
503,1047-48,6,2.4.24.02,2,0.5921366524663197,0.8784763894240589,0.7563219029548753,0.95,0.7451801448617907
503,1047-48,7,2.4.24.01,1,0.3620053819472922,0.5611317956319206,0.5496767647072235,0.8105992045692584,0.904142595423219
503,1047-48,7,2.4.24.02,2,0.445680815483204,0.6743621421276432,0.6120744727052171,0.7632614615237459,0.830871557895153
503,1047-48,8,2.4.24.01,1,0.05,0.311012536560027,0.2140445842748757,0.2982244254102776,0.95
503,1047-48,8,2.4.24.02,2,0.05,0.1828018352888369,0.1466451695224037,0.309679874431689,0.95
503,1047-48,9,2.4.24.01,1,0.3830036313021032,0.507635410255993,0.4489772612143362,0.6664232284910306,0.8367433080665834
503,1047-48,9,2.4.24.02,2,0.2451744155504685,0.588864277703736,0.4234015771850757,0.6919543372478021,0.8513170672197949
503,1047-48,10,2.4.24.01,1,0.4535870482042332,0.7298324632682571,0.6649763710015792,0.8131457388463732,0.95
503,1047-48,10,2.4.24.02,2,0.457912986794788,0.6793706560256723,0.6424933992895935,0.8176016541091347,0.8955132349182401
503,1047-48,11,2.4.24.01,1,0.5164878081010028,0.7287569756354635,0.6781734417409191,0.8581131255545558,0.9140825109440226
503,1047-48,11,2.4.24.02,2,0.4565533897858301,0.5670069837851778,0.6489404832443473,0.814625763696624,0.9187522698277928
503,1047-48,12,2.4.24.01,1,0.710137610825087,0.9336086194296132,0.95,0.95,0.7375510019005076
503,1047-48,12,2.4.24.02,2,0.7927466916406538,0.95,0.8605219079509269,0.95,0.6789444123781688
504,1047-48,1,1.3.8.01,1,0.6788846988156355,0.491655241575183,0.7241844913027663,0.5207761500293538,0.4496285463576724
504,1047-48,1,1.3.8.02,2,0.689880547932428,0.4071460845910377,0.7524989641461844,0.5609200647326085,0.4531308898367845
504,1047-48,2,1.3.8.01,1,0.6417073978382625,0.5450538515609429,0.7417277552300762,0.6354853470790655,0.452146556732951
504,1047-48,2,1.3.8.02,2,0.7067611697469289,0.5811923904356675,0.6427234566887922,0.6391312309716551,0.4057690483958505
504,1047-48,3,1.3.8.01,1,0.95,0.8121809229008992,0.95,0.95,0.0748836299995384
504,1047-48,3,1.3.8.02,2,0.95,0.9456561531968108,0.95,0.95,0.05
504,1047-48,4,1.3.8.01,1,0.6487800657882364,0.4783203095584482,0.6105782955101038,0.5043135147571707,0.52070930859683
504,1047-48,4,1.3.8.02,2,0.6132801430683494,0.4929262747829101,0.6546075450375345,0.5795826351300669,0.4607534374611528
504,1047-48,5,1.3.8.01,1,0.4536421158960987,0.3337215874049377,0.454354220788745,0.4510571280287834,0.7451155902575085
504,1047-48,5,1.3.8.02,2,0.464271590228167,0.3932010633287528,0.5701001135308451,0.4584342949324412,0.7177185566599842
504,1047-48,6,1.3.8.01,1,0.8569890951686218,0.6684876684277393,0.823246086538554,0.8118938843373814,0.5044268406826294
504,1047-48,6,1.3.8.02,2,0.8133607564633498,0.6989471968103248,0.8056733922532906,0.7086224727299493,0.4159922470194254
504,1047-48,7,1.3.8.01,1,0.6581550810260521,0.5638467743586351,0.8448959344755107,0.6903004958236498,0.5688288717984188
504,1047-48,7,1.3.8.02,2,0.757590397738066,0.5566058449593755,0.7587890412983834,0.6674864872792944,0.6177273201159476
504,1047-48,8,1.3.8.01,1,0.3775125255471208,0.3109586383908724,0.6023599789145433,0.4965775673236144,0.7684474357278915
504,1047-48,8,1.3.8.02,2,0.5459889010394532,0.3094835948400674,0.5767973637286392,0.3898317905385283,0.714371462198787
504,1047-48,9,1.3.8.01,1,0.5712286351265611,0.4382933325079864,0.6838612709482288,0.6239616618865299,0.4714914223003875
504,1047-48,9,1.3.8.02,2,0.6322534513654916,0.5597689175492782,0.664594544688578,0.5693708746675574,0.5608852292933368
504,1047-48,10,1.3.8.01,1,0.6465019566400808,0.4352941358127529,0.6528252924826141,0.5388447249813614,0.837645149348085
504,1047-48,10,1.3.8.02,2,0.6548644453051302,0.3654324136957231,0.6417499557217623,0.5444773528977723,0.7246567978006168
504,1047-48,11,1.3.8.01,1,0.7826292065842869,0.5697010051967664,0.7519726455912205,0.7108214402249815,0.4916524642607501
504,1047-48,11,1.3.8.02,2,0.8998827173714249,0.6209306049565119,0.8124705454961486,0.6589438165874942,0.4943332350031623
504,1047-48,12,1.3.8.01,1,0.95,0.6870112166389349,0.95,0.7886701794534607,0.5104749394845296
504,1047-48,12,1.3.8.02,2,0.9146644840431364,0.6401275803217923,0.95,0.7630089745498025,0.3890514230153306
505,1047-48,1,3.1.28.01,1,0.7671850268451588,0.818664236297445,0.95,0.9035225754966374,0.3994524790199143
505,1047-48,1,3.1.28.02,2,0.7926746899526318,0.8727634418098296,0.9417498224430668,0.8920268348953473,0.424716220171512
505,1047-48,2,3.1.28.01,1,0.7866670850995816,0.7642466849868303,0.95,0.8221320295500947,0.4219845804120302
505,1047-48,2,3.1.28.02,2,0.7554646865952004,0.7155611582919608,0.95,0.8230955571847106,0.468422955812389
505,1047-48,3,3.1.28.01,1,0.5844471511000289,0.6356356473968272,0.7641406371216722,0.7791413473032888,0.5380567225179043
505,1047-48,3,3.1.28.02,2,0.5415567807107363,0.617394376366316,0.828548649385432,0.7666967637566395,0.6583702719959394
505,1047-48,4,3.1.28.01,1,0.7076111280961344,0.5594301666964717,0.7993254066607032,0.7759289045059234,0.5830282361904786
505,1047-48,4,3.1.28.02,2,0.6218487661624753,0.6208180147545076,0.7546532737867817,0.7550377739626443,0.5342931870391209
505,1047-48,5,3.1.28.01,1,0.6612928790001527,0.6024162017677749,0.8320782297699543,0.7604657818884129,0.6368179041614739
505,1047-48,5,3.1.28.02,2,0.607653776959286,0.6292102858454998,0.7505005500299136,0.7670325578203399,0.6443602774170581
505,1047-48,6,3.1.28.01,1,0.5674580508706991,0.6828694389730887,0.9195997416680844,0.8973660832871813,0.663640722074638
505,1047-48,6,3.1.28.02,2,0.6849060291605148,0.7581159681674472,0.90608184271597,0.8833425619408859,0.6123372080911358
505,1047-48,7,3.1.28.01,1,0.5780457530600815,0.7056197291937933,0.7348717485182886,0.6628342621560527,0.7650578972485436
505,1047-48,7,3.1.28.02,2,0.4985553140809554,0.622371822412787,0.835211989691028,0.7079667927238189,0.6796381519408651
505,1047-48,8,3.1.28.01,1,0.5700619458506943,0.688089199946995,0.8016442758769248,0.8295224014341775,0.7067205566752955
505,1047-48,8,3.1.28.02,2,0.5292546355306702,0.6339966653763284,0.8435149752762219,0.7934818737975781,0.6977931490928377
505,1047-48,9,3.1.28.01,1,0.4517696310168179,0.412865629601875,0.6452190225111707,0.6405966027947244,0.6991202097581457
505,1047-48,9,3.1.28.02,2,0.3075307300981569,0.4150424626528863,0.6196595914559315,0.5759363193500133,0.8163755944226262
505,1047-48,10,3.1.28.01,1,0.796539598629851,0.689294750001784,0.9244788284768344,0.7731446232369699,0.7753681315002425
505,1047-48,10,3.1.28.02,2,0.6555854472733957,0.6423264038320586,0.9093712052324636,0.8919387233331276,0.6144350983387388
505,1047-48,11,3.1.28.01,1,0.6086123118722006,0.5455778962858879,0.7940052368279774,0.6548139319024833,0.8622082364890908
505,1047-48,11,3.1.28.02,2,0.527546079307088,0.5348525923898807,0.7455398897427297,0.6578389428841546,0.8545218657851278
505,1047-48,12,3.1.28.01,1,0.3986527090459426,0.3996364119034278,0.5753870795469138,0.4973773107471387,0.95
505,1047-48,12,3.1.28.02,2,0.4011392832667809,0.3802516299821736,0.6138418109643184,0.4747531365692558,0.95
506,1047-48,1,2.2.19.01,1,0.771807763567164,0.8151473566316667,0.8968464849326446,0.860133447421993,0.3025681509771846
506,1047-48,1,2.2.19.02,2,0.9012518750640977,0.8557068881272639,0.9067423478463932,0.95,0.4374558346025844
506,1047-48,2,2.2.19.01,1,0.7882614741724316,0.740813660131859,0.9460301756728802,0.8965569066723978,0.3007366920358872
506,1047-48,2,2.2.19.02,2,0.7650402043784943,0.7665950445631883,0.9223436789466192,0.8912750095475793,0.3664822022220921
506,1047-48,3,2.2.19.01,1,0.7893951804843298,0.7522829655268365,0.8451761966469855,0.8856375983932574,0.3821792462863836
506,1047-48,3,2.2.19.02,2,0.8252766045114486,0.7119352270603945,0.8376363485299942,0.9348737571271344,0.43944659823066
506,1047-48,4,2.2.19.01,1,0.8897596160072575,0.8925688447000841,0.95,0.95,0.2759159933178401
506,1047-48,4,2.2.19.02,2,0.7843443918240727,0.8651001699590045,0.95,0.95,0.2435896229048839
506,1047-48,5,2.2.19.01,1,0.7489053212522718,0.6963418553860118,0.8705776019366722,0.7757648047796495,0.4662353264512476
506,1047-48,5,2.2.19.02,2,0.7082630775521535,0.6969881098327091,0.7768387450833817,0.903484012030079,0.5373641157122828
506,1047-48,6,2.2.19.01,1,0.7277561618727664,0.8016165672295309,0.9237336889359558,0.9109789259738772,0.5627562007300831
506,1047-48,6,2.2.19.02,2,0.7159076944038548,0.7773770262314209,0.896919271167293,0.8456675402634586,0.5473618533150312
506,1047-48,7,2.2.19.01,1,0.6555900911739283,0.6267318451522208,0.7735260111667647,0.8835233405516212,0.6715076756193729
506,1047-48,7,2.2.19.02,2,0.724885180301436,0.6823665040501817,0.8677064017003708,0.9113902799136068,0.59905856276868
506,1047-48,8,2.2.19.01,1,0.798032576885384,0.6251595687200493,0.7945651653671025,0.8747248457217409,0.5511754203194905
506,1047-48,8,2.2.19.02,2,0.6529680974618093,0.7006346194367153,0.9153577666225238,0.7891471825871985,0.6212442182433863
506,1047-48,9,2.2.19.01,1,0.6645603779912868,0.6641898746681136,0.8798812977897952,0.7544603804900204,0.485198510678717
506,1047-48,9,2.2.19.02,2,0.5794963971159571,0.6097401353083529,0.7468123737985819,0.7452701761380486,0.4622264094044828
506,1047-48,10,2.2.19.01,1,0.89020116597031,0.7378430147371403,0.8282914596335883,0.9037692788075566,0.5788506829091966
506,1047-48,10,2.2.19.02,2,0.7912652063388861,0.8198680239060059,0.95,0.95,0.4889745466325554
506,1047-48,11,2.2.19.01,1,0.8150413729972625,0.7022207447991939,0.8463223484832996,0.8341242593560044,0.6451274149085804
506,1047-48,11,2.2.19.02,2,0.7485984444134183,0.7551035288685765,0.8532531977411343,0.8561037101581948,0.5875815228428943
506,1047-48,12,2.2.19.01,1,0.7892178448378577,0.6680161369076478,0.9119786287332122,0.8529795459536892,0.7016169059260826
506,1047-48,12,2.2.19.02,2,0.7472019619430601,0.6730254949571257,0.787262522939468,0.8970451621993099,0.6808012161247688
507,1047-48,1,1.5.14.01,1,0.8119904239002672,0.6400134437037857,0.5944018675867233,0.7611873711332944,0.6350391933879806
507,1047-48,1,1.5.14.02,2,0.7184460598804453,0.654790555989266,0.4341279233833962,0.751312690441577,0.6329575737840093
507,1047-48,2,1.5.14.01,1,0.7949050378800366,0.5654443904750651,0.6004815550855166,0.7610084519787073,0.461946895433163
507,1047-48,2,1.5.14.02,2,0.8662254591525778,0.7085034559815888,0.5878376345166643,0.7547844471315209,0.4253524487840112
507,1047-48,3,1.5.14.01,1,0.5649541205605387,0.5056381463567734,0.410176187152969,0.5339163641365751,0.7151264902047347
507,1047-48,3,1.5.14.02,2,0.5924839580417558,0.5274991874846751,0.3754637133159265,0.6638914603609304,0.6372453275193757
507,1047-48,4,1.5.14.01,1,0.3982857949784993,0.3470798061143453,0.2197952542885809,0.4839405306379373,0.7138373533529936
507,1047-48,4,1.5.14.02,2,0.5535811952994522,0.2925898802098608,0.2595706928560604,0.5412058505182968,0.669016151020466
507,1047-48,5,1.5.14.01,1,0.5637815838955664,0.5958024537812303,0.4143182675714017,0.5708904361460383,0.7195130450711437
507,1047-48,5,1.5.14.02,2,0.6689354561048166,0.492506208607423,0.3942234698419614,0.7471054886384425,0.639192094971782
507,1047-48,6,1.5.14.01,1,0.5403390213922201,0.3835505573335519,0.3167303353625367,0.3879007065161522,0.9389571659011408
507,1047-48,6,1.5.14.02,2,0.4423651878826621,0.3510004958904474,0.296631567628427,0.6234266517655311,0.8645146245352495
507,1047-48,7,1.5.14.01,1,0.5157213608221047,0.3602867625015292,0.1973229469070091,0.4688667432350498,0.9041818999800308
507,1047-48,7,1.5.14.02,2,0.5044332768688151,0.3483664101925657,0.379008240196691,0.4790255327219053,0.8968590201619828
507,1047-48,8,1.5.14.01,1,0.417032188476614,0.4246132036453902,0.2446983923232368,0.4852776067675353,0.8924545896061077
507,1047-48,8,1.5.14.02,2,0.4344736275687507,0.4593414298752863,0.2742942134787601,0.4157898081779354,0.9278362025179062
507,1047-48,9,1.5.14.01,1,0.6369390462666985,0.4559650179220056,0.3739653901275163,0.6830654367736971,0.7046512118398155
507,1047-48,9,1.5.14.02,2,0.6312051678536093,0.4923441800088535,0.3902447025480485,0.6248452342835381,0.5577077559175696
507,1047-48,10,1.5.14.01,1,0.6235760782736055,0.4995018929141164,0.4191679677681263,0.6269835682098518,0.8808110098734045
507,1047-48,10,1.5.14.02,2,0.609743702000316,0.4593518180037445,0.4832812370463265,0.6504357546775149,0.850724582556639
507,1047-48,11,1.5.14.01,1,0.748306023577838,0.5262746046989784,0.4986772110910544,0.5482598694342783,0.918895365090485
507,1047-48,11,1.5.14.02,2,0.6149535648845592,0.6187823929399326,0.5532392652319145,0.6101447593896344,0.8048005280065509
507,1047-48,12,1.5.14.01,1,0.7512229132687517,0.6394932561912202,0.5787642732890773,0.6614728053848404,0.6795536871142265
507,1047-48,12,1.5.14.02,2,0.8218537198976253,0.5158690548629996,0.5235691199942014,0.7042323438960647,0.7900511375091088
508,1047-48,1,4.3.39.01,1,0.9302025096063262,0.5649959951584177,0.8746687675099616,0.6285109416510073,0.3208067524597361
508,1047-48,1,4.3.39.02,2,0.95,0.5445899608147908,0.9192237647578329,0.7148625800113204,0.3155270711788107
508,1047-48,2,4.3.39.01,1,0.8855409594734162,0.5475217524444289,0.8311102372004682,0.7024538504321987,0.2923140138375733
508,1047-48,2,4.3.39.02,2,0.95,0.6118972131431485,0.9283878136076028,0.6972614244250399,0.2393083322939453
508,1047-48,3,4.3.39.01,1,0.9227500826805992,0.7009552375082679,0.938791329974469,0.755433221777638,0.2375927555808273
508,1047-48,3,4.3.39.02,2,0.95,0.5900518415003407,0.95,0.7230095025317979,0.2979738622504361
508,1047-48,4,4.3.39.01,1,0.9148695244886168,0.6717489201389181,0.9233161014709208,0.6810748826665446,0.3660630155094894
508,1047-48,4,4.3.39.02,2,0.95,0.5814679735753743,0.8931288481213335,0.6595462309516675,0.3904597199378962
508,1047-48,5,4.3.39.01,1,0.9286054046054754,0.5977074192937271,0.8629334695952499,0.711614253770035,0.2786920141144599
508,1047-48,5,4.3.39.02,2,0.9172218313653414,0.574003452134991,0.8428547590484631,0.7031348782094595,0.2941802115393722
508,1047-48,6,4.3.39.01,1,0.7227761216215346,0.3831439754006726,0.7194708713365783,0.589643808161991,0.6018369173106424
508,1047-48,6,4.3.39.02,2,0.8044667612922081,0.4692760182422626,0.7214138771562485,0.4723338331444594,0.5018555284298151
508,1047-48,7,4.3.39.01,1,0.6457379081899339,0.3722582580813436,0.6656664903020653,0.5165843546466853,0.6819610160622356
508,1047-48,7,4.3.39.02,2,0.7989700390674254,0.4257355245988461,0.6869506657992225,0.45680411576848,0.6786397156670722
508,1047-48,8,4.3.39.01,1,0.8507136024230505,0.523616882105523,0.7679570008778943,0.5255333248085703,0.5167594168666324
508,1047-48,8,4.3.39.02,2,0.914466780056604,0.6805380278759948,0.7629859778715508,0.6860103264155646,0.5131905918140078
508,1047-48,9,4.3.39.01,1,0.7295316608133974,0.4082062447508469,0.6773631264296329,0.5440978335292245,0.5882597653617585
508,1047-48,9,4.3.39.02,2,0.7807477673250022,0.3580733187011888,0.6883029986196734,0.5043789291394943,0.456410116482049
