student_id,academic_year,year_outcome,status,status_change_at,programme_year_next,avg_mark,modules_passed,modules_total
11,1046-47,pass,enrolled,1047-09-01,2.0,67.7,1,1
110,1046-47,fail,repeating,1047-09-01,1.0,44.23,3,4
1100,1046-47,pass,enrolled,1047-09-01,2.0,68.27,3,3
1101,1046-47,fail,repeating,1047-09-01,1.0,67.0,3,4
1102,1046-47,pass,enrolled,1047-09-01,2.0,51.23,3,3
1103,1046-47,pass,enrolled,1047-09-01,2.0,56.4,1,1
1104,1046-47,pass,enrolled,1047-09-01,2.0,81.9,1,1
1105,1046-47,pass,enrolled,1047-09-01,2.0,72.75,4,4
1106,1046-47,pass,enrolled,1047-09-01,2.0,67.53,4,4
1107,1046-47,pass,enrolled,1047-09-01,2.0,63.1,4,4
1108,1046-47,pass,enrolled,1047-09-01,2.0,74.53,3,3
1109,1046-47,pass,enrolled,1047-09-01,2.0,62.15,4,4
111,1046-47,pass,enrolled,1047-09-01,2.0,57.83,4,4
1110,1046-47,pass,enrolled,1047-09-01,2.0,46.2,1,1
1111,1046-47,pass,enrolled,1047-09-01,2.0,61.25,2,2
1112,1046-47,pass,enrolled,1047-09-01,2.0,47.27,3,3
1113,1046-47,pass,enrolled,1047-09-01,2.0,81.7,1,1
1114,1046-47,pass,enrolled,1047-09-01,2.0,59.5,1,1
1115,1046-47,pass,enrolled,1047-09-01,2.0,81.9,3,3
1116,1046-47,pass,enrolled,1047-09-01,2.0,58.23,4,4
1117,1046-47,pass,enrolled,1047-09-01,2.0,63.35,4,4
1118,1046-47,pass,enrolled,1047-09-01,2.0,75.72,4,4
1119,1046-47,pass,enrolled,1047-09-01,2.0,71.75,2,2
112,1046-47,pass,enrolled,1047-09-01,2.0,54.9,1,1
1120,1046-47,pass,enrolled,1047-09-01,2.0,72.17,3,3
1121,1046-47,pass,enrolled,1047-09-01,2.0,47.6,3,3
1122,1046-47,pass,enrolled,1047-09-01,2.0,63.02,4,4
1123,1046-47,pass,enrolled,1047-09-01,2.0,58.47,3,3
1124,1046-47,fail,repeating,1047-09-01,1.0,47.45,3,4
1125,1046-47,pass,enrolled,1047-09-01,2.0,72.22,4,4
1126,1046-47,pass,enrolled,1047-09-01,2.0,58.05,4,4
1127,1046-47,pass,enrolled,1047-09-01,2.0,76.0,1,1
1128,1046-47,pass,enrolled,1047-09-01,2.0,63.05,4,4
1129,1046-47,pass,enrolled,1047-09-01,2.0,53.3,2,2
113,1046-47,pass,enrolled,1047-09-01,2.0,59.5,2,2
1130,1046-47,pass,enrolled,1047-09-01,2.0,85.67,4,4
1131,1046-47,pass,enrolled,1047-09-01,2.0,62.08,4,4
1132,1046-47,pass,enrolled,1047-09-01,2.0,52.5,1,1
1133,1046-47,pass,enrolled,1047-09-01,2.0,62.98,4,4
1134,1046-47,pass,enrolled,1047-09-01,2.0,66.9,2,2
1135,1046-47,pass,enrolled,1047-09-01,2.0,75.62,4,4
1136,1046-47,pass,enrolled,1047-09-01,2.0,48.8,1,1
1137,1046-47,pass,enrolled,1047-09-01,2.0,66.2,1,1
1138,1046-47,pass,enrolled,1047-09-01,2.0,77.38,4,4
1139,1046-47,pass,enrolled,1047-09-01,2.0,53.4,1,1
114,1046-47,pass,enrolled,1047-09-01,2.0,42.0,1,1
1140,1046-47,pass,enrolled,1047-09-01,2.0,71.7,1,1
1141,1046-47,pass,enrolled,1047-09-01,2.0,71.22,4,4
1142,1046-47,pass,enrolled,1047-09-01,2.0,64.4,4,4
1143,1046-47,pass,enrolled,1047-09-01,2.0,47.8,3,3
1144,1046-47,pass,enrolled,1047-09-01,2.0,58.17,4,4
1145,1046-47,pass,enrolled,1047-09-01,2.0,71.8,4,4
1146,1046-47,pass,enrolled,1047-09-01,2.0,72.67,3,3
1147,1046-47,pass,enrolled,1047-09-01,2.0,71.88,4,4
1148,1046-47,pass,enrolled,1047-09-01,2.0,65.97,4,4
1149,1046-47,pass,enrolled,1047-09-01,2.0,60.8,1,1
115,1046-47,fail,withdrawn,1047-09-01,,50.25,3,4
1150,1046-47,pass,enrolled,1047-09-01,2.0,48.5,1,1
1151,1046-47,pass,enrolled,1047-09-01,2.0,70.88,4,4
1152,1046-47,fail,repeating,1047-09-01,1.0,49.35,3,4
1153,1046-47,pass,enrolled,1047-09-01,2.0,66.45,2,2
1154,1046-47,pass,enrolled,1047-09-01,2.0,48.3,1,1
1155,1046-47,pass,enrolled,1047-09-01,2.0,56.12,4,4
1156,1046-47,pass,enrolled,1047-09-01,2.0,67.1,4,4
1157,1046-47,pass,withdrawn,1047-09-01,,76.85,2,2
1158,1046-47,pass,enrolled,1047-09-01,2.0,72.7,1,1
1159,1046-47,pass,enrolled,1047-09-01,2.0,61.12,4,4
116,1046-47,pass,enrolled,1047-09-01,2.0,54.0,4,4
1160,1046-47,pass,enrolled,1047-09-01,2.0,50.85,4,4
1161,1046-47,pass,enrolled,1047-09-01,2.0,68.97,4,4
1162,1046-47,fail,repeating,1047-09-01,1.0,48.37,2,3
1163,1046-47,pass,enrolled,1047-09-01,2.0,67.03,4,4
1164,1046-47,fail,repeating,1047-09-01,1.0,47.25,3,4
1165,1046-47,pass,enrolled,1047-09-01,2.0,65.47,4,4
1166,1046-47,fail,repeating,1047-09-01,1.0,44.45,3,4
1167,1046-47,pass,enrolled,1047-09-01,2.0,77.8,3,3
1168,1046-47,pass,enrolled,1047-09-01,2.0,68.1,4,4
1169,1046-47,fail,withdrawn,1047-09-01,,45.83,2,4
117,1046-47,pass,enrolled,1047-09-01,2.0,58.05,2,2
1170,1046-47,pass,enrolled,1047-09-01,2.0,71.2,4,4
1171,1046-47,pass,enrolled,1047-09-01,2.0,67.97,3,3
1172,1046-47,pass,enrolled,1047-09-01,2.0,73.6,2,2
1173,1046-47,pass,enrolled,1047-09-01,2.0,71.45,4,4
1174,1046-47,pass,enrolled,1047-09-01,2.0,83.38,4,4
1175,1046-47,pass,enrolled,1047-09-01,2.0,53.63,3,3
1176,1046-47,fail,repeating,1047-09-01,1.0,37.4,0,1
1177,1046-47,pass,enrolled,1047-09-01,2.0,53.2,1,1
1178,1046-47,pass,enrolled,1047-09-01,2.0,70.9,2,2
1179,1046-47,pass,withdrawn,1047-09-01,,60.3,1,1
118,1046-47,pass,enrolled,1047-09-01,2.0,58.5,4,4
1180,1046-47,fail,repeating,1047-09-01,1.0,46.8,3,4
1181,1046-47,pass,enrolled,1047-09-01,2.0,53.7,1,1
1182,1046-47,pass,enrolled,1047-09-01,2.0,60.8,2,2
1183,1046-47,pass,enrolled,1047-09-01,2.0,62.9,2,2
1184,1046-47,pass,enrolled,1047-09-01,2.0,60.9,2,2
1185,1046-47,pass,enrolled,1047-09-01,2.0,73.42,4,4
1186,1046-47,pass,enrolled,1047-09-01,2.0,55.12,4,4
1187,1046-47,pass,enrolled,1047-09-01,2.0,64.1,1,1
1188,1046-47,pass,enrolled,1047-09-01,2.0,66.6,1,1
1189,1046-47,pass,enrolled,1047-09-01,2.0,45.7,1,1
119,1046-47,pass,enrolled,1047-09-01,2.0,41.55,2,2
1190,1046-47,pass,enrolled,1047-09-01,2.0,47.55,2,2
1191,1046-47,pass,enrolled,1047-09-01,2.0,67.08,4,4
1192,1046-47,pass,enrolled,1047-09-01,2.0,62.47,4,4
1193,1046-47,pass,enrolled,1047-09-01,2.0,68.35,4,4
1194,1046-47,pass,enrolled,1047-09-01,2.0,68.9,4,4
1195,1046-47,pass,enrolled,1047-09-01,2.0,58.4,3,3
1196,1046-47,pass,enrolled,1047-09-01,2.0,64.72,4,4
1197,1046-47,pass,enrolled,1047-09-01,2.0,60.9,1,1
1198,1046-47,pass,enrolled,1047-09-01,2.0,60.4,4,4
1199,1046-47,pass,enrolled,1047-09-01,2.0,65.53,4,4
12,1046-47,pass,enrolled,1047-09-01,2.0,57.33,4,4
120,1046-47,pass,enrolled,1047-09-01,2.0,60.17,4,4
1200,1046-47,pass,enrolled,1047-09-01,2.0,77.6,1,1
1201,1046-47,pass,enrolled,1047-09-01,2.0,65.47,3,3
1202,1046-47,pass,enrolled,1047-09-01,2.0,61.5,1,1
1203,1046-47,pass,enrolled,1047-09-01,2.0,68.0,1,1
1204,1046-47,fail,repeating,1047-09-01,1.0,51.12,3,4
1205,1046-47,pass,enrolled,1047-09-01,2.0,72.4,1,1
1206,1046-47,pass,enrolled,1047-09-01,2.0,72.8,1,1
1207,1046-47,pass,enrolled,1047-09-01,2.0,60.07,3,3
1208,1046-47,pass,enrolled,1047-09-01,2.0,71.45,4,4
1209,1046-47,fail,withdrawn,1047-09-01,,42.6,2,3
121,1046-47,pass,enrolled,1047-09-01,2.0,57.73,4,4
1210,1046-47,pass,enrolled,1047-09-01,2.0,63.35,4,4
1211,1046-47,pass,enrolled,1047-09-01,2.0,62.1,2,2
1212,1046-47,pass,enrolled,1047-09-01,2.0,73.5,1,1
1213,1046-47,pass,enrolled,1047-09-01,2.0,60.6,4,4
1214,1046-47,fail,withdrawn,1047-09-01,,53.9,2,3
1215,1046-47,pass,enrolled,1047-09-01,2.0,69.7,1,1
1216,1046-47,pass,enrolled,1047-09-01,2.0,51.33,3,3
1217,1046-47,pass,enrolled,1047-09-01,2.0,57.4,1,1
1218,1046-47,pass,enrolled,1047-09-01,2.0,59.77,3,3
1219,1046-47,pass,enrolled,1047-09-01,2.0,57.2,4,4
122,1046-47,pass,enrolled,1047-09-01,2.0,56.57,3,3
1220,1046-47,pass,enrolled,1047-09-01,2.0,56.9,1,1
1221,1046-47,pass,enrolled,1047-09-01,2.0,63.55,4,4
1222,1046-47,pass,enrolled,1047-09-01,2.0,50.7,1,1
1223,1046-47,pass,enrolled,1047-09-01,2.0,68.62,4,4
1224,1046-47,pass,enrolled,1047-09-01,2.0,55.38,4,4
1225,1046-47,pass,enrolled,1047-09-01,2.0,69.4,1,1
1226,1046-47,pass,enrolled,1047-09-01,2.0,51.73,3,3
1227,1046-47,pass,enrolled,1047-09-01,2.0,74.0,1,1
1228,1046-47,pass,enrolled,1047-09-01,2.0,63.8,2,2
1229,1046-47,pass,enrolled,1047-09-01,2.0,74.1,1,1
123,1046-47,pass,enrolled,1047-09-01,2.0,60.9,1,1
1230,1046-47,fail,repeating,1047-09-01,1.0,55.07,3,4
1231,1046-47,pass,enrolled,1047-09-01,2.0,67.88,4,4
1232,1046-47,pass,enrolled,1047-09-01,2.0,59.45,2,2
1233,1046-47,pass,enrolled,1047-09-01,2.0,72.6,1,1
1234,1046-47,pass,enrolled,1047-09-01,2.0,73.72,4,4
1235,1046-47,pass,enrolled,1047-09-01,2.0,56.35,4,4
1236,1046-47,pass,enrolled,1047-09-01,2.0,55.35,2,2
1237,1046-47,pass,enrolled,1047-09-01,2.0,65.45,4,4
1238,1046-47,pass,enrolled,1047-09-01,2.0,60.45,4,4
1239,1046-47,pass,enrolled,1047-09-01,2.0,69.95,4,4
124,1046-47,pass,enrolled,1047-09-01,2.0,60.2,4,4
1240,1046-47,pass,enrolled,1047-09-01,2.0,61.42,4,4
1241,1046-47,pass,enrolled,1047-09-01,2.0,60.0,4,4
1242,1046-47,pass,enrolled,1047-09-01,2.0,80.0,3,3
1243,1046-47,pass,enrolled,1047-09-01,2.0,58.23,4,4
1244,1046-47,pass,enrolled,1047-09-01,2.0,65.8,3,3
1245,1046-47,pass,enrolled,1047-09-01,2.0,67.58,4,4
1246,1046-47,pass,enrolled,1047-09-01,2.0,57.0,2,2
1247,1046-47,pass,enrolled,1047-09-01,2.0,67.4,1,1
1248,1046-47,pass,enrolled,1047-09-01,2.0,50.62,4,4
1249,1046-47,pass,enrolled,1047-09-01,2.0,50.98,4,4
125,1046-47,pass,enrolled,1047-09-01,2.0,58.4,3,3
1250,1046-47,pass,enrolled,1047-09-01,2.0,64.25,2,2
1251,1046-47,pass,enrolled,1047-09-01,2.0,57.27,4,4
1252,1046-47,pass,enrolled,1047-09-01,2.0,63.25,4,4
1253,1046-47,pass,enrolled,1047-09-01,2.0,84.0,2,2
1254,1046-47,pass,enrolled,1047-09-01,2.0,71.27,3,3
1255,1046-47,pass,enrolled,1047-09-01,2.0,62.0,1,1
1256,1046-47,pass,enrolled,1047-09-01,2.0,54.17,3,3
1257,1046-47,pass,enrolled,1047-09-01,2.0,57.23,4,4
1258,1046-47,pass,enrolled,1047-09-01,2.0,75.2,1,1
1259,1046-47,pass,enrolled,1047-09-01,2.0,57.7,4,4
126,1046-47,pass,enrolled,1047-09-01,2.0,76.53,4,4
1260,1046-47,pass,enrolled,1047-09-01,2.0,46.7,1,1
1261,1046-47,pass,enrolled,1047-09-01,2.0,69.5,2,2
1262,1046-47,pass,enrolled,1047-09-01,2.0,65.8,1,1
1263,1046-47,pass,enrolled,1047-09-01,2.0,65.6,1,1
1264,1046-47,pass,withdrawn,1047-09-01,,49.15,4,4
1265,1046-47,pass,enrolled,1047-09-01,2.0,52.05,2,2
1266,1046-47,pass,enrolled,1047-09-01,2.0,62.4,4,4
1267,1046-47,pass,enrolled,1047-09-01,2.0,70.6,1,1
1268,1046-47,pass,enrolled,1047-09-01,2.0,67.6,1,1
1269,1046-47,pass,enrolled,1047-09-01,2.0,66.97,4,4
127,1046-47,pass,enrolled,1047-09-01,2.0,61.65,4,4
1270,1046-47,pass,enrolled,1047-09-01,2.0,63.27,4,4
1271,1046-47,pass,enrolled,1047-09-01,2.0,62.6,2,2
1272,1046-47,pass,enrolled,1047-09-01,2.0,70.17,4,4
1273,1046-47,pass,enrolled,1047-09-01,2.0,75.58,4,4
1274,1046-47,pass,enrolled,1047-09-01,2.0,52.2,1,1
1275,1046-47,pass,enrolled,1047-09-01,2.0,66.47,4,4
1276,1046-47,pass,enrolled,1047-09-01,2.0,69.12,4,4
1277,1046-47,pass,enrolled,1047-09-01,2.0,67.03,4,4
1278,1046-47,pass,enrolled,1047-09-01,2.0,59.12,4,4
1279,1046-47,pass,enrolled,1047-09-01,2.0,67.9,2,2
128,1046-47,pass,enrolled,1047-09-01,2.0,71.3,4,4
1280,1046-47,pass,enrolled,1047-09-01,2.0,70.95,4,4
1281,1046-47,pass,enrolled,1047-09-01,2.0,59.08,4,4
1282,1046-47,pass,enrolled,1047-09-01,2.0,67.72,4,4
1283,1046-47,pass,enrolled,1047-09-01,2.0,63.5,1,1
1284,1046-47,pass,enrolled,1047-09-01,2.0,65.05,4,4
1285,1046-47,pass,enrolled,1047-09-01,2.0,60.73,4,4
1286,1046-47,fail,withdrawn,1047-09-01,,47.63,2,3
1287,1046-47,pass,enrolled,1047-09-01,2.0,59.05,4,4
1288,1046-47,pass,enrolled,1047-09-01,2.0,58.23,3,3
1289,1046-47,pass,enrolled,1047-09-01,2.0,61.23,3,3
129,1046-47,pass,enrolled,1047-09-01,2.0,56.55,2,2
1290,1046-47,pass,enrolled,1047-09-01,2.0,69.3,2,2
1291,1046-47,pass,enrolled,1047-09-01,2.0,69.1,1,1
1292,1046-47,pass,enrolled,1047-09-01,2.0,71.8,4,4
1293,1046-47,pass,enrolled,1047-09-01,2.0,68.15,4,4
1294,1046-47,pass,enrolled,1047-09-01,2.0,68.95,4,4
1295,1046-47,pass,enrolled,1047-09-01,2.0,62.98,4,4
1296,1046-47,pass,enrolled,1047-09-01,2.0,61.77,3,3
1297,1046-47,pass,enrolled,1047-09-01,2.0,67.23,3,3
1298,1046-47,pass,enrolled,1047-09-01,2.0,64.8,2,2
1299,1046-47,pass,enrolled,1047-09-01,2.0,74.1,4,4
13,1046-47,pass,enrolled,1047-09-01,2.0,73.2,2,2
130,1046-47,pass,enrolled,1047-09-01,2.0,73.78,4,4
1300,1046-47,pass,enrolled,1047-09-01,2.0,75.47,4,4
1301,1046-47,pass,enrolled,1047-09-01,2.0,72.17,4,4
1302,1046-47,pass,withdrawn,1047-09-01,,53.1,4,4
1303,1046-47,pass,enrolled,1047-09-01,2.0,48.3,1,1
1304,1046-47,pass,enrolled,1047-09-01,2.0,69.9,4,4
1305,1046-47,pass,enrolled,1047-09-01,2.0,72.8,1,1
1306,1046-47,pass,enrolled,1047-09-01,2.0,65.62,4,4
1307,1046-47,pass,enrolled,1047-09-01,2.0,54.8,3,3
1308,1046-47,pass,enrolled,1047-09-01,2.0,66.38,4,4
1309,1046-47,pass,enrolled,1047-09-01,2.0,73.88,4,4
131,1046-47,pass,enrolled,1047-09-01,2.0,63.25,4,4
1310,1046-47,pass,enrolled,1047-09-01,2.0,56.23,3,3
1311,1046-47,pass,enrolled,1047-09-01,2.0,57.23,4,4
1312,1046-47,pass,enrolled,1047-09-01,2.0,65.33,4,4
1313,1046-47,pass,enrolled,1047-09-01,2.0,59.38,4,4
1314,1046-47,pass,enrolled,1047-09-01,2.0,62.4,1,1
1315,1046-47,pass,enrolled,1047-09-01,2.0,64.9,1,1
1316,1046-47,pass,enrolled,1047-09-01,2.0,67.83,4,4
1317,1046-47,pass,enrolled,1047-09-01,2.0,63.65,4,4
1318,1046-47,pass,enrolled,1047-09-01,2.0,57.4,4,4
1319,1046-47,pass,enrolled,1047-09-01,2.0,53.05,4,4
132,1046-47,pass,enrolled,1047-09-01,2.0,62.9,4,4
1320,1046-47,pass,enrolled,1047-09-01,2.0,76.67,3,3
1321,1046-47,pass,enrolled,1047-09-01,2.0,58.38,4,4
1322,1046-47,pass,enrolled,1047-09-01,2.0,65.9,1,1
1323,1046-47,pass,enrolled,1047-09-01,2.0,57.38,4,4
1324,1046-47,pass,enrolled,1047-09-01,2.0,74.28,4,4
1325,1046-47,pass,enrolled,1047-09-01,2.0,75.05,4,4
1326,1046-47,pass,enrolled,1047-09-01,2.0,84.57,3,3
1327,1046-47,pass,enrolled,1047-09-01,2.0,58.27,4,4
1328,1046-47,pass,enrolled,1047-09-01,2.0,52.5,3,3
1329,1046-47,pass,enrolled,1047-09-01,2.0,62.65,2,2
133,1046-47,pass,enrolled,1047-09-01,2.0,59.83,3,3
1330,1046-47,pass,enrolled,1047-09-01,2.0,67.9,1,1
1331,1046-47,pass,enrolled,1047-09-01,2.0,51.62,4,4
1332,1046-47,pass,enrolled,1047-09-01,2.0,55.27,4,4
1333,1046-47,pass,enrolled,1047-09-01,2.0,72.0,1,1
1334,1046-47,pass,enrolled,1047-09-01,2.0,60.58,4,4
1335,1046-47,pass,enrolled,1047-09-01,2.0,71.15,2,2
1336,1046-47,pass,enrolled,1047-09-01,2.0,78.5,1,1
1337,1046-47,pass,enrolled,1047-09-01,2.0,57.4,2,2
1338,1046-47,pass,enrolled,1047-09-01,2.0,61.08,4,4
1339,1046-47,pass,enrolled,1047-09-01,2.0,63.88,4,4
134,1046-47,pass,enrolled,1047-09-01,2.0,62.15,2,2
1340,1046-47,pass,enrolled,1047-09-01,2.0,64.4,1,1
1341,1046-47,pass,enrolled,1047-09-01,2.0,69.28,4,4
1342,1046-47,pass,enrolled,1047-09-01,2.0,76.2,4,4
1343,1046-47,fail,repeating,1047-09-01,1.0,57.3,3,4
1344,1046-47,pass,withdrawn,1047-09-01,,84.4,1,1
1345,1046-47,pass,enrolled,1047-09-01,2.0,60.07,3,3
1346,1046-47,pass,enrolled,1047-09-01,2.0,71.62,4,4
1347,1046-47,pass,enrolled,1047-09-01,2.0,75.45,2,2
1348,1046-47,pass,enrolled,1047-09-01,2.0,56.58,4,4
1349,1046-47,pass,enrolled,1047-09-01,2.0,67.95,4,4
135,1046-47,pass,enrolled,1047-09-01,2.0,58.15,4,4
1350,1046-47,pass,enrolled,1047-09-01,2.0,64.0,1,1
1351,1046-47,pass,enrolled,1047-09-01,2.0,77.4,2,2
1352,1046-47,pass,enrolled,1047-09-01,2.0,52.8,1,1
1353,1046-47,pass,enrolled,1047-09-01,2.0,52.4,1,1
1354,1046-47,pass,enrolled,1047-09-01,2.0,62.6,4,4
1355,1046-47,pass,enrolled,1047-09-01,2.0,62.3,4,4
1356,1046-47,pass,enrolled,1047-09-01,2.0,63.45,4,4
