student_id,academic_year,module_code,component_code,assessment_mark,assessment_date,assessment_weight
67,1046-47,4241003,FINAL,27.6,1047-05-15,0.5
67,1046-47,4241002,MIDTERM,44.2,1046-11-01,0.5
67,1046-47,4241002,FINAL,44.9,1046-12-15,0.5
68,1046-47,422604,MIDTERM,69.8,1047-03-15,0.5
68,1046-47,422604,FINAL,87.9,1047-05-15,0.5
68,1046-47,422603,MIDTERM,65.0,1047-03-15,0.5
68,1046-47,422603,FINAL,72.6,1047-05-15,0.5
68,1046-47,422602,MIDTERM,82.4,1046-11-01,0.5
68,1046-47,422602,FINAL,54.2,1046-12-15,0.5
68,1046-47,422601,MIDTERM,71.5,1046-11-01,0.5
68,1046-47,422601,FINAL,17.0,1046-12-15,0.5
69,1046-47,452601,MIDTERM,48.2,1046-11-01,0.5
69,1046-47,452601,FINAL,56.1,1046-12-15,0.5
69,1046-47,452502,MIDTERM,74.3,1046-11-01,0.5
69,1046-47,452502,FINAL,36.1,1046-12-15,0.5
69,1046-47,452403,MIDTERM,45.5,1047-03-15,0.5
69,1046-47,452403,FINAL,63.6,1047-05-15,0.5
70,1046-47,442402,MIDTERM,73.3,1046-11-01,0.5
70,1046-47,442402,FINAL,71.2,1046-12-15,0.5
70,1046-47,442501,MIDTERM,60.3,1046-11-01,0.5
70,1046-47,442501,FINAL,82.1,1046-12-15,0.5
71,1046-47,4361501,MIDTERM,81.1,1046-11-01,0.5
71,1046-47,4361501,FINAL,100.0,1046-12-15,0.5
71,1046-47,4361402,MIDTERM,71.3,1046-11-01,0.5
71,1046-47,4361402,FINAL,57.8,1046-12-15,0.5
72,1046-47,442502,MIDTERM,59.1,1046-11-01,0.5
72,1046-47,442502,FINAL,52.8,1046-12-15,0.5
72,1046-47,442403,MIDTERM,68.9,1047-03-15,0.5
72,1046-47,442403,FINAL,56.9,1047-05-15,0.5
72,1046-47,442601,MIDTERM,43.1,1046-11-01,0.5
72,1046-47,442601,FINAL,60.4,1046-12-15,0.5
73,1046-47,452601,MIDTERM,100.0,1046-11-01,0.5
73,1046-47,452601,FINAL,45.2,1046-12-15,0.5
73,1046-47,452502,MIDTERM,70.5,1046-11-01,0.5
73,1046-47,452502,FINAL,81.2,1046-12-15,0.5
73,1046-47,452403,MIDTERM,75.5,1047-03-15,0.5
73,1046-47,452403,FINAL,75.3,1047-05-15,0.5
74,1046-47,434801,MIDTERM,68.0,1046-11-01,0.5
74,1046-47,434801,FINAL,60.2,1046-12-15,0.5
74,1046-47,434702,MIDTERM,49.4,1046-11-01,0.5
74,1046-47,434702,FINAL,29.2,1046-12-15,0.5
74,1046-47,434603,MIDTERM,59.1,1047-03-15,0.5
74,1046-47,434603,FINAL,44.5,1047-05-15,0.5
75,1046-47,423802,MIDTERM,57.1,1046-11-01,0.5
75,1046-47,423802,FINAL,55.4,1046-12-15,0.5
75,1046-47,423803,MIDTERM,45.0,1047-03-15,0.5
75,1046-47,423803,FINAL,45.8,1047-05-15,0.5
75,1046-47,423801,MIDTERM,60.2,1046-11-01,0.5
75,1046-47,423801,FINAL,35.3,1046-12-15,0.5
75,1046-47,423804,MIDTERM,45.3,1047-03-15,0.5
75,1046-47,423804,FINAL,49.1,1047-05-15,0.5
76,1046-47,4361501,MIDTERM,67.9,1046-11-01,0.5
76,1046-47,4361501,FINAL,77.6,1046-12-15,0.5
76,1046-47,4361402,MIDTERM,85.6,1046-11-01,0.5
76,1046-47,4361402,FINAL,75.4,1046-12-15,0.5
77,1046-47,451202,MIDTERM,55.8,1046-11-01,0.5
77,1046-47,451202,FINAL,22.3,1046-12-15,0.5
77,1046-47,451301,MIDTERM,46.1,1046-11-01,0.5
77,1046-47,451301,FINAL,37.8,1046-12-15,0.5
78,1046-47,435901,MIDTERM,33.1,1046-11-01,0.5
78,1046-47,435901,FINAL,41.0,1046-12-15,0.5
79,1046-47,434601,MIDTERM,67.0,1046-11-01,0.5
79,1046-47,434601,FINAL,99.0,1046-12-15,0.5
80,1046-47,411103,MIDTERM,43.4,1047-03-15,0.5
80,1046-47,411103,FINAL,63.6,1047-05-15,0.5
