student_id,academic_year,year_outcome,status,status_change_at,programme_year_next,avg_mark,modules_passed,modules_total
140,1046-47,pass,enrolled,1047-09-01,2.0,65.2,2,2
141,1046-47,pass,enrolled,1047-09-01,2.0,62.7,2,2
142,1046-47,pass,enrolled,1047-09-01,2.0,65.7,2,2
143,1046-47,pass,enrolled,1047-09-01,2.0,76.5,2,2
144,1046-47,pass,enrolled,1047-09-01,2.0,47.4,2,2
145,1046-47,pass,enrolled,1047-09-01,2.0,56.9,2,2
146,1046-47,pass,enrolled,1047-09-01,2.0,57.47,3,3
147,1046-47,pass,enrolled,1047-09-01,2.0,59.75,2,2
148,1046-47,pass,enrolled,1047-09-01,2.0,57.17,3,3
149,1046-47,pass,enrolled,1047-09-01,2.0,57.6,2,2
15,1046-47,pass,enrolled,1047-09-01,2.0,64.85,2,2
150,1046-47,pass,enrolled,1047-09-01,2.0,57.6,2,2
151,1046-47,pass,enrolled,1047-09-01,2.0,72.15,2,2
152,1046-47,pass,enrolled,1047-09-01,2.0,70.75,2,2
153,1046-47,pass,enrolled,1047-09-01,2.0,50.2,2,2
154,1046-47,pass,enrolled,1047-09-01,2.0,46.7,3,3
155,1046-47,pass,enrolled,1047-09-01,2.0,79.65,2,2
156,1046-47,fail,withdrawn,1047-09-01,,40.15,1,2
157,1046-47,pass,enrolled,1047-09-01,2.0,58.1,2,2
158,1046-47,pass,enrolled,1047-09-01,2.0,46.9,2,2
159,1046-47,pass,enrolled,1047-09-01,2.0,52.15,2,2
16,1046-47,pass,enrolled,1047-09-01,2.0,55.4,2,2
160,1046-47,pass,enrolled,1047-09-01,2.0,66.7,2,2
161,1046-47,pass,enrolled,1047-09-01,2.0,56.75,2,2
162,1046-47,pass,enrolled,1047-09-01,2.0,63.9,2,2
163,1046-47,pass,enrolled,1047-09-01,2.0,52.0,2,2
164,1046-47,pass,enrolled,1047-09-01,2.0,64.45,2,2
165,1046-47,pass,enrolled,1047-09-01,2.0,57.65,2,2
166,1046-47,pass,enrolled,1047-09-01,2.0,43.45,2,2
167,1046-47,pass,enrolled,1047-09-01,2.0,54.4,2,2
168,1046-47,pass,enrolled,1047-09-01,2.0,60.15,2,2
169,1046-47,pass,enrolled,1047-09-01,2.0,77.7,2,2
17,1046-47,pass,enrolled,1047-09-01,2.0,66.55,2,2
170,1046-47,pass,enrolled,1047-09-01,2.0,67.8,2,2
171,1046-47,pass,enrolled,1047-09-01,2.0,58.6,2,2
172,1046-47,pass,enrolled,1047-09-01,2.0,66.6,2,2
173,1046-47,pass,enrolled,1047-09-01,2.0,58.67,3,3
174,1046-47,pass,enrolled,1047-09-01,2.0,50.75,2,2
175,1046-47,pass,enrolled,1047-09-01,2.0,60.05,2,2
176,1046-47,pass,enrolled,1047-09-01,2.0,72.4,2,2
177,1046-47,fail,repeating,1047-09-01,1.0,42.65,1,2
178,1046-47,pass,enrolled,1047-09-01,2.0,57.85,2,2
179,1046-47,pass,enrolled,1047-09-01,2.0,74.75,2,2
18,1046-47,pass,enrolled,1047-09-01,2.0,64.55,2,2
180,1046-47,pass,enrolled,1047-09-01,2.0,78.2,2,2
181,1046-47,pass,enrolled,1047-09-01,2.0,49.95,2,2
182,1046-47,pass,enrolled,1047-09-01,2.0,67.15,2,2
183,1046-47,pass,enrolled,1047-09-01,2.0,62.0,2,2
184,1046-47,pass,enrolled,1047-09-01,2.0,54.8,2,2
185,1046-47,pass,enrolled,1047-09-01,2.0,59.65,2,2
186,1046-47,pass,enrolled,1047-09-01,2.0,64.0,2,2
187,1046-47,pass,enrolled,1047-09-01,2.0,66.5,2,2
188,1046-47,pass,enrolled,1047-09-01,2.0,65.7,2,2
189,1046-47,pass,enrolled,1047-09-01,2.0,56.9,2,2
19,1046-47,pass,enrolled,1047-09-01,2.0,60.75,2,2
190,1046-47,pass,enrolled,1047-09-01,2.0,74.33,3,3
191,1046-47,pass,withdrawn,1047-09-01,,53.63,3,3
192,1046-47,pass,enrolled,1047-09-01,2.0,45.8,2,2
193,1046-47,pass,enrolled,1047-09-01,2.0,68.0,2,2
194,1046-47,fail,repeating,1047-09-01,1.0,44.5,1,2
195,1046-47,pass,enrolled,1047-09-01,2.0,60.85,2,2
196,1046-47,pass,enrolled,1047-09-01,2.0,53.25,2,2
197,1046-47,pass,enrolled,1047-09-01,2.0,71.85,2,2
198,1046-47,pass,enrolled,1047-09-01,2.0,52.2,2,2
199,1046-47,pass,enrolled,1047-09-01,2.0,57.85,2,2
2,1046-47,pass,enrolled,1047-09-01,2.0,83.45,2,2
20,1046-47,pass,enrolled,1047-09-01,2.0,61.95,2,2
200,1046-47,pass,enrolled,1047-09-01,2.0,75.45,2,2
201,1046-47,pass,enrolled,1047-09-01,2.0,70.25,2,2
202,1046-47,pass,enrolled,1047-09-01,2.0,70.4,2,2
203,1046-47,pass,enrolled,1047-09-01,2.0,48.3,2,2
204,1046-47,pass,enrolled,1047-09-01,2.0,61.8,2,2
205,1046-47,pass,enrolled,1047-09-01,2.0,63.25,2,2
206,1046-47,fail,repeating,1047-09-01,1.0,44.8,1,2
207,1046-47,fail,withdrawn,1047-09-01,,43.65,1,2
208,1046-47,pass,enrolled,1047-09-01,2.0,56.65,2,2
209,1046-47,pass,enrolled,1047-09-01,2.0,76.45,2,2
21,1046-47,pass,enrolled,1047-09-01,2.0,67.4,3,3
210,1046-47,pass,enrolled,1047-09-01,2.0,51.5,2,2
211,1046-47,pass,enrolled,1047-09-01,2.0,52.3,2,2
212,1046-47,pass,enrolled,1047-09-01,2.0,70.85,2,2
213,1046-47,pass,enrolled,1047-09-01,2.0,55.45,2,2
214,1046-47,pass,enrolled,1047-09-01,2.0,54.75,2,2
215,1046-47,pass,enrolled,1047-09-01,2.0,61.4,2,2
216,1046-47,pass,enrolled,1047-09-01,2.0,63.57,3,3
217,1046-47,pass,enrolled,1047-09-01,2.0,66.15,2,2
218,1046-47,pass,enrolled,1047-09-01,2.0,71.45,2,2
219,1046-47,pass,enrolled,1047-09-01,2.0,71.45,2,2
22,1046-47,pass,enrolled,1047-09-01,2.0,72.0,3,3
220,1046-47,pass,enrolled,1047-09-01,2.0,72.05,2,2
221,1046-47,pass,enrolled,1047-09-01,2.0,69.07,3,3
222,1046-47,fail,withdrawn,1047-09-01,,37.65,1,2
223,1046-47,pass,enrolled,1047-09-01,2.0,70.2,2,2
224,1046-47,pass,enrolled,1047-09-01,2.0,66.05,2,2
225,1046-47,pass,enrolled,1047-09-01,2.0,70.55,2,2
226,1046-47,pass,enrolled,1047-09-01,2.0,45.75,2,2
227,1046-47,pass,enrolled,1047-09-01,2.0,64.4,2,2
228,1046-47,pass,enrolled,1047-09-01,2.0,50.2,2,2
229,1046-47,pass,enrolled,1047-09-01,2.0,65.95,2,2
23,1046-47,pass,enrolled,1047-09-01,2.0,73.4,2,2
230,1046-47,pass,enrolled,1047-09-01,2.0,64.4,2,2
231,1046-47,pass,enrolled,1047-09-01,2.0,57.25,2,2
232,1046-47,pass,enrolled,1047-09-01,2.0,67.0,2,2
233,1046-47,pass,enrolled,1047-09-01,2.0,48.9,3,3
234,1046-47,pass,enrolled,1047-09-01,2.0,78.7,2,2
235,1046-47,pass,enrolled,1047-09-01,2.0,74.3,2,2
236,1046-47,pass,enrolled,1047-09-01,2.0,66.1,3,3
237,1046-47,pass,enrolled,1047-09-01,2.0,54.0,2,2
238,1046-47,pass,enrolled,1047-09-01,2.0,52.03,3,3
239,1046-47,pass,enrolled,1047-09-01,2.0,58.35,2,2
24,1046-47,pass,enrolled,1047-09-01,2.0,60.57,3,3
240,1046-47,pass,enrolled,1047-09-01,2.0,76.15,2,2
241,1046-47,pass,enrolled,1047-09-01,2.0,72.65,2,2
242,1046-47,pass,enrolled,1047-09-01,2.0,70.4,2,2
243,1046-47,pass,enrolled,1047-09-01,2.0,67.95,2,2
244,1046-47,pass,enrolled,1047-09-01,2.0,69.95,2,2
245,1046-47,pass,enrolled,1047-09-01,2.0,56.0,3,3
246,1046-47,pass,enrolled,1047-09-01,2.0,51.75,2,2
247,1046-47,pass,enrolled,1047-09-01,2.0,51.1,2,2
248,1046-47,pass,enrolled,1047-09-01,2.0,64.8,2,2
249,1046-47,pass,enrolled,1047-09-01,2.0,55.9,2,2
25,1046-47,pass,enrolled,1047-09-01,2.0,76.2,2,2
250,1046-47,pass,enrolled,1047-09-01,2.0,63.3,2,2
251,1046-47,pass,enrolled,1047-09-01,2.0,62.3,2,2
252,1046-47,pass,enrolled,1047-09-01,2.0,56.5,2,2
253,1046-47,pass,enrolled,1047-09-01,2.0,83.95,2,2
254,1046-47,fail,withdrawn,1047-09-01,,40.3,2,3
255,1046-47,pass,enrolled,1047-09-01,2.0,48.85,2,2
256,1046-47,pass,enrolled,1047-09-01,2.0,56.7,2,2
257,1046-47,pass,enrolled,1047-09-01,2.0,58.35,2,2
258,1046-47,pass,withdrawn,1047-09-01,,50.8,2,2
259,1046-47,pass,enrolled,1047-09-01,2.0,47.6,2,2
26,1046-47,pass,enrolled,1047-09-01,2.0,52.5,2,2
260,1046-47,pass,enrolled,1047-09-01,2.0,77.2,2,2
261,1046-47,pass,enrolled,1047-09-01,2.0,61.95,2,2
262,1046-47,pass,enrolled,1047-09-01,2.0,59.15,2,2
263,1046-47,pass,enrolled,1047-09-01,2.0,61.7,2,2
264,1046-47,pass,enrolled,1047-09-01,2.0,60.75,2,2
265,1046-47,pass,enrolled,1047-09-01,2.0,59.0,2,2
266,1046-47,pass,enrolled,1047-09-01,2.0,59.7,2,2
267,1046-47,pass,enrolled,1047-09-01,2.0,55.1,2,2
268,1046-47,pass,enrolled,1047-09-01,2.0,68.15,2,2
269,1046-47,pass,enrolled,1047-09-01,2.0,56.35,2,2
27,1046-47,pass,withdrawn,1047-09-01,,58.15,2,2
270,1046-47,pass,enrolled,1047-09-01,2.0,65.45,2,2
271,1046-47,fail,repeating,1047-09-01,1.0,41.4,1,2
272,1046-47,pass,enrolled,1047-09-01,2.0,61.0,2,2
273,1046-47,pass,enrolled,1047-09-01,2.0,52.55,2,2
274,1046-47,fail,repeating,1047-09-01,1.0,58.7,1,2
275,1046-47,pass,enrolled,1047-09-01,2.0,67.87,3,3
276,1046-47,pass,enrolled,1047-09-01,2.0,58.9,2,2
277,1046-47,pass,enrolled,1047-09-01,2.0,72.5,2,2
278,1046-47,pass,enrolled,1047-09-01,2.0,52.1,2,2
279,1046-47,pass,enrolled,1047-09-01,2.0,69.75,2,2
28,1046-47,pass,withdrawn,1047-09-01,,58.9,2,2
280,1046-47,pass,enrolled,1047-09-01,2.0,63.25,2,2
281,1046-47,pass,enrolled,1047-09-01,2.0,63.55,2,2
282,1046-47,pass,enrolled,1047-09-01,2.0,83.8,2,2
283,1046-47,pass,enrolled,1047-09-01,2.0,78.4,2,2
284,1046-47,pass,enrolled,1047-09-01,2.0,66.03,3,3
285,1046-47,pass,enrolled,1047-09-01,2.0,75.93,3,3
286,1046-47,pass,enrolled,1047-09-01,2.0,64.47,3,3
287,1046-47,pass,enrolled,1047-09-01,2.0,75.45,2,2
288,1046-47,pass,enrolled,1047-09-01,2.0,51.5,2,2
289,1046-47,pass,enrolled,1047-09-01,2.0,51.85,2,2
29,1046-47,pass,enrolled,1047-09-01,2.0,72.1,2,2
290,1046-47,pass,enrolled,1047-09-01,2.0,78.65,2,2
291,1046-47,pass,enrolled,1047-09-01,2.0,79.7,2,2
292,1046-47,pass,enrolled,1047-09-01,2.0,58.45,2,2
293,1046-47,pass,enrolled,1047-09-01,2.0,69.5,2,2
294,1046-47,pass,enrolled,1047-09-01,2.0,45.85,2,2
295,1046-47,pass,enrolled,1047-09-01,2.0,64.0,2,2
296,1046-47,pass,enrolled,1047-09-01,2.0,75.6,2,2
297,1046-47,pass,enrolled,1047-09-01,2.0,55.15,2,2
298,1046-47,pass,enrolled,1047-09-01,2.0,66.15,2,2
299,1046-47,pass,enrolled,1047-09-01,2.0,56.9,2,2
3,1046-47,pass,enrolled,1047-09-01,2.0,75.05,2,2
30,1046-47,pass,enrolled,1047-09-01,2.0,59.15,2,2
300,1046-47,pass,enrolled,1047-09-01,2.0,53.95,2,2
301,1046-47,pass,enrolled,1047-09-01,2.0,54.25,2,2
302,1046-47,pass,enrolled,1047-09-01,2.0,73.15,2,2
303,1046-47,pass,enrolled,1047-09-01,2.0,57.75,2,2
304,1046-47,pass,enrolled,1047-09-01,2.0,65.4,2,2
305,1046-47,pass,enrolled,1047-09-01,2.0,62.65,2,2
306,1046-47,pass,enrolled,1047-09-01,2.0,70.5,2,2
307,1046-47,pass,withdrawn,1047-09-01,,71.3,2,2
308,1046-47,pass,enrolled,1047-09-01,2.0,56.3,2,2
309,1046-47,pass,enrolled,1047-09-01,2.0,58.2,2,2
31,1046-47,pass,enrolled,1047-09-01,2.0,68.75,2,2
310,1046-47,pass,enrolled,1047-09-01,2.0,46.65,2,2
311,1046-47,pass,enrolled,1047-09-01,2.0,52.07,3,3
312,1046-47,pass,enrolled,1047-09-01,2.0,49.9,3,3
313,1046-47,pass,enrolled,1047-09-01,2.0,71.6,2,2
314,1046-47,pass,enrolled,1047-09-01,2.0,68.05,2,2
315,1046-47,pass,enrolled,1047-09-01,2.0,57.85,2,2
316,1046-47,pass,enrolled,1047-09-01,2.0,68.65,2,2
317,1046-47,pass,enrolled,1047-09-01,2.0,60.23,3,3
318,1046-47,pass,enrolled,1047-09-01,2.0,70.67,3,3
319,1046-47,pass,enrolled,1047-09-01,2.0,62.9,2,2
32,1046-47,pass,enrolled,1047-09-01,2.0,64.35,2,2
320,1046-47,pass,enrolled,1047-09-01,2.0,80.6,2,2
321,1046-47,pass,enrolled,1047-09-01,2.0,70.55,2,2
322,1046-47,pass,enrolled,1047-09-01,2.0,45.5,2,2
323,1046-47,pass,enrolled,1047-09-01,2.0,55.5,2,2
324,1046-47,pass,enrolled,1047-09-01,2.0,69.17,3,3
325,1046-47,pass,enrolled,1047-09-01,2.0,69.5,2,2
326,1046-47,pass,enrolled,1047-09-01,2.0,61.4,2,2
327,1046-47,pass,enrolled,1047-09-01,2.0,75.57,3,3
328,1046-47,pass,enrolled,1047-09-01,2.0,70.05,2,2
329,1046-47,pass,enrolled,1047-09-01,2.0,68.4,2,2
33,1046-47,pass,enrolled,1047-09-01,2.0,77.8,2,2
330,1046-47,pass,enrolled,1047-09-01,2.0,55.3,2,2
331,1046-47,pass,enrolled,1047-09-01,2.0,66.4,2,2
332,1046-47,pass,enrolled,1047-09-01,2.0,56.9,2,2
333,1046-47,pass,enrolled,1047-09-01,2.0,63.6,2,2
334,1046-47,pass,enrolled,1047-09-01,2.0,61.6,2,2
335,1046-47,pass,enrolled,1047-09-01,2.0,61.9,2,2
336,1046-47,pass,enrolled,1047-09-01,2.0,62.15,2,2
337,1046-47,pass,enrolled,1047-09-01,2.0,53.25,2,2
338,1046-47,pass,enrolled,1047-09-01,2.0,70.5,2,2
339,1046-47,fail,repeating,1047-09-01,1.0,45.75,1,2
34,1046-47,fail,repeating,1047-09-01,1.0,45.5,1,2
340,1046-47,fail,repeating,1047-09-01,1.0,43.23,2,3
341,1046-47,pass,enrolled,1047-09-01,2.0,59.05,2,2
342,1046-47,pass,enrolled,1047-09-01,2.0,54.7,2,2
343,1046-47,pass,enrolled,1047-09-01,2.0,88.7,2,2
344,1046-47,pass,enrolled,1047-09-01,2.0,78.4,2,2
345,1046-47,pass,enrolled,1047-09-01,2.0,66.35,2,2
346,1046-47,pass,enrolled,1047-09-01,2.0,56.87,3,3
347,1046-47,pass,enrolled,1047-09-01,2.0,58.85,2,2
348,1046-47,pass,enrolled,1047-09-01,2.0,64.4,3,3
349,1046-47,pass,enrolled,1047-09-01,2.0,66.05,2,2
35,1046-47,pass,enrolled,1047-09-01,2.0,59.0,2,2
350,1046-47,pass,enrolled,1047-09-01,2.0,60.6,2,2
351,1046-47,pass,enrolled,1047-09-01,2.0,57.6,2,2
352,1046-47,pass,enrolled,1047-09-01,2.0,70.9,2,2
353,1046-47,pass,enrolled,1047-09-01,2.0,53.1,2,2
354,1046-47,pass,enrolled,1047-09-01,2.0,61.65,2,2
355,1046-47,pass,enrolled,1047-09-01,2.0,67.15,2,2
356,1046-47,pass,enrolled,1047-09-01,2.0,68.1,2,2
357,1046-47,pass,enrolled,1047-09-01,2.0,72.15,2,2
358,1046-47,pass,enrolled,1047-09-01,2.0,54.55,2,2
359,1046-47,fail,repeating,1047-09-01,1.0,38.5,1,2
36,1046-47,pass,enrolled,1047-09-01,2.0,59.85,2,2
360,1046-47,pass,enrolled,1047-09-01,2.0,48.65,2,2
361,1046-47,pass,enrolled,1047-09-01,2.0,49.3,2,2
362,1046-47,pass,enrolled,1047-09-01,2.0,73.75,2,2
363,1046-47,pass,enrolled,1047-09-01,2.0,53.7,2,2
364,1046-47,pass,enrolled,1047-09-01,2.0,69.9,2,2
365,1046-47,pass,withdrawn,1047-09-01,,71.9,2,2
366,1046-47,pass,enrolled,1047-09-01,2.0,59.1,2,2
367,1046-47,pass,enrolled,1047-09-01,2.0,69.4,2,2
368,1046-47,pass,enrolled,1047-09-01,2.0,76.65,2,2
369,1046-47,pass,enrolled,1047-09-01,2.0,71.25,2,2
37,1046-47,pass,enrolled,1047-09-01,2.0,71.05,2,2
370,1046-47,pass,enrolled,1047-09-01,2.0,57.65,2,2
371,1046-47,fail,repeating,1047-09-01,1.0,39.35,1,2
372,1046-47,pass,enrolled,1047-09-01,2.0,75.6,2,2
373,1046-47,pass,enrolled,1047-09-01,2.0,60.75,2,2
374,1046-47,pass,enrolled,1047-09-01,2.0,64.95,2,2
375,1046-47,pass,enrolled,1047-09-01,2.0,62.65,2,2
376,1046-47,pass,enrolled,1047-09-01,2.0,63.0,2,2
377,1046-47,pass,enrolled,1047-09-01,2.0,83.05,2,2
378,1046-47,pass,enrolled,1047-09-01,2.0,69.3,3,3
379,1046-47,pass,enrolled,1047-09-01,2.0,48.9,2,2
38,1046-47,pass,enrolled,1047-09-01,2.0,56.15,2,2
380,1046-47,pass,enrolled,1047-09-01,2.0,73.55,2,2
381,1046-47,pass,enrolled,1047-09-01,2.0,80.43,3,3
382,1046-47,pass,enrolled,1047-09-01,2.0,56.7,2,2
383,1046-47,pass,enrolled,1047-09-01,2.0,64.85,2,2
384,1046-47,pass,enrolled,1047-09-01,2.0,62.85,2,2
385,1046-47,pass,enrolled,1047-09-01,2.0,67.47,3,3
386,1046-47,fail,withdrawn,1047-09-01,,56.53,2,3
387,1046-47,pass,enrolled,1047-09-01,2.0,64.9,2,2
388,1046-47,fail,repeating,1047-09-01,1.0,43.6,1,2
389,1046-47,pass,enrolled,1047-09-01,2.0,71.7,2,2
39,1046-47,pass,enrolled,1047-09-01,2.0,81.15,2,2
390,1046-47,pass,enrolled,1047-09-01,2.0,67.87,3,3
391,1046-47,pass,enrolled,1047-09-01,2.0,65.0,2,2
392,1046-47,pass,enrolled,1047-09-01,2.0,55.5,3,3
393,1046-47,pass,enrolled,1047-09-01,2.0,58.1,2,2
394,1046-47,pass,enrolled,1047-09-01,2.0,59.75,2,2
395,1046-47,pass,enrolled,1047-09-01,2.0,60.9,2,2
396,1046-47,pass,enrolled,1047-09-01,2.0,46.55,2,2
397,1046-47,pass,enrolled,1047-09-01,2.0,61.1,2,2
398,1046-47,pass,enrolled,1047-09-01,2.0,66.55,2,2
399,1046-47,pass,enrolled,1047-09-01,2.0,60.75,2,2
4,1046-47,pass,enrolled,1047-09-01,2.0,66.9,2,2
40,1046-47,pass,enrolled,1047-09-01,2.0,67.25,2,2
400,1046-47,pass,enrolled,1047-09-01,2.0,62.3,2,2
401,1046-47,pass,enrolled,1047-09-01,2.0,55.35,2,2
402,1046-47,pass,enrolled,1047-09-01,2.0,58.65,2,2
403,1046-47,pass,enrolled,1047-09-01,2.0,71.9,3,3
404,1046-47,pass,enrolled,1047-09-01,2.0,66.45,2,2
405,1046-47,pass,enrolled,1047-09-01,2.0,64.8,2,2
406,1046-47,pass,enrolled,1047-09-01,2.0,57.5,2,2
407,1046-47,pass,enrolled,1047-09-01,2.0,51.25,2,2
408,1046-47,pass,enrolled,1047-09-01,2.0,48.35,2,2
409,1046-47,pass,enrolled,1047-09-01,2.0,68.9,2,2
41,1046-47,pass,enrolled,1047-09-01,2.0,64.45,2,2
410,1046-47,pass,enrolled,1047-09-01,2.0,56.77,3,3
411,1046-47,pass,enrolled,1047-09-01,2.0,52.5,2,2
412,1046-47,pass,enrolled,1047-09-01,2.0,61.85,2,2
413,1046-47,pass,enrolled,1047-09-01,2.0,56.1,2,2
414,1046-47,pass,enrolled,1047-09-01,2.0,64.8,2,2
415,1046-47,pass,enrolled,1047-09-01,2.0,71.67,3,3
416,1046-47,pass,enrolled,1047-09-01,2.0,57.1,2,2
417,1046-47,pass,enrolled,1047-09-01,2.0,67.7,2,2
418,1046-47,pass,enrolled,1047-09-01,2.0,65.7,2,2
419,1046-47,fail,repeating,1047-09-01,1.0,55.4,1,2
42,1046-47,pass,enrolled,1047-09-01,2.0,57.25,2,2
420,1046-47,pass,enrolled,1047-09-01,2.0,52.85,2,2
421,1046-47,pass,enrolled,1047-09-01,2.0,73.6,2,2
422,1046-47,pass,enrolled,1047-09-01,2.0,80.0,3,3
423,1046-47,pass,enrolled,1047-09-01,2.0,71.6,3,3
424,1046-47,pass,enrolled,1047-09-01,2.0,68.65,2,2
425,1046-47,pass,enrolled,1047-09-01,2.0,60.4,3,3
426,1046-47,pass,enrolled,1047-09-01,2.0,57.8,2,2
427,1046-47,pass,enrolled,1047-09-01,2.0,59.65,2,2
428,1046-47,pass,enrolled,1047-09-01,2.0,50.55,2,2
429,1046-47,pass,enrolled,1047-09-01,2.0,58.0,2,2
43,1046-47,pass,enrolled,1047-09-01,2.0,68.0,2,2
430,1046-47,pass,enrolled,1047-09-01,2.0,61.9,3,3
431,1046-47,pass,enrolled,1047-09-01,2.0,65.15,2,2
432,1046-47,pass,enrolled,1047-09-01,2.0,62.0,2,2
433,1046-47,pass,enrolled,1047-09-01,2.0,55.1,3,3
434,1046-47,pass,enrolled,1047-09-01,2.0,72.53,3,3
435,1046-47,pass,enrolled,1047-09-01,2.0,77.9,2,2
436,1046-47,pass,enrolled,1047-09-01,2.0,59.4,2,2
437,1046-47,pass,enrolled,1047-09-01,2.0,60.55,2,2
438,1046-47,pass,enrolled,1047-09-01,2.0,80.75,2,2
439,1046-47,pass,enrolled,1047-09-01,2.0,51.5,2,2
44,1046-47,pass,enrolled,1047-09-01,2.0,75.75,2,2
440,1046-47,pass,enrolled,1047-09-01,2.0,60.5,3,3
441,1046-47,pass,enrolled,1047-09-01,2.0,61.2,2,2
442,1046-47,pass,enrolled,1047-09-01,2.0,50.15,2,2
443,1046-47,pass,enrolled,1047-09-01,2.0,47.3,2,2
444,1046-47,pass,enrolled,1047-09-01,2.0,51.45,2,2
445,1046-47,pass,withdrawn,1047-09-01,,64.73,3,3
446,1046-47,pass,enrolled,1047-09-01,2.0,54.0,3,3
447,1046-47,fail,withdrawn,1047-09-01,,37.75,1,2
448,1046-47,pass,enrolled,1047-09-01,2.0,65.4,2,2
449,1046-47,pass,enrolled,1047-09-01,2.0,75.8,2,2
45,1046-47,pass,enrolled,1047-09-01,2.0,69.25,2,2
450,1046-47,pass,enrolled,1047-09-01,2.0,78.4,2,2
451,1046-47,pass,enrolled,1047-09-01,2.0,72.3,2,2
452,1046-47,pass,enrolled,1047-09-01,2.0,61.0,2,2
453,1046-47,pass,enrolled,1047-09-01,2.0,78.85,2,2
454,1046-47,pass,enrolled,1047-09-01,2.0,74.6,2,2
455,1046-47,pass,enrolled,1047-09-01,2.0,68.13,3,3
456,1046-47,pass,enrolled,1047-09-01,2.0,70.15,2,2
457,1046-47,pass,enrolled,1047-09-01,2.0,55.45,2,2
458,1046-47,fail,repeating,1047-09-01,1.0,48.5,1,2
459,1046-47,pass,enrolled,1047-09-01,2.0,56.25,2,2
46,1046-47,pass,enrolled,1047-09-01,2.0,60.55,2,2
460,1046-47,pass,enrolled,1047-09-01,2.0,58.4,2,2
461,1046-47,pass,enrolled,1047-09-01,2.0,62.3,2,2
462,1046-47,pass,withdrawn,1047-09-01,,68.6,2,2
463,1046-47,pass,enrolled,1047-09-01,2.0,70.5,2,2
464,1046-47,pass,enrolled,1047-09-01,2.0,67.15,2,2
465,1046-47,pass,enrolled,1047-09-01,2.0,68.6,3,3
466,1046-47,pass,enrolled,1047-09-01,2.0,57.2,2,2
467,1046-47,pass,withdrawn,1047-09-01,,63.8,3,3
