student_id,academic_year,programme_code,programme_year,is_repeat_year,teaching_quality,learning_opportunities,assessment_feedback,academic_support,organisation_management,learning_resources,student_voice,overall_satisfaction
279,1048-49,2.3.23,3,False,5,4,4,4,4,4,3,4
280,1048-49,1.1.2,3,False,3,3,4,3,4,4,3,4
281,1048-49,4.4.42,3,False,4,4,4,4,3,4,4,4
282,1048-49,4.3.40,3,False,5,4,4,4,5,4,4,4
283,1048-49,2.4.25,3,False,4,3,4,4,4,3,3,4
284,1048-49,1.5.12,3,False,4,4,4,4,3,3,4,4
285,1048-49,1.5.12,3,False,5,4,4,4,4,5,4,4
286,1048-49,1.2.4,3,False,4,4,4,4,4,4,4,4
287,1048-49,1.2.5,3,False,4,4,4,4,4,4,4,5
288,1048-49,4.2.38,3,False,4,3,3,3,3,4,4,4
289,1048-49,2.2.18,3,False,5,5,4,5,5,5,5,5
29,1048-49,1.1.3,3,False,4,4,3,4,4,3,3,3
290,1048-49,4.3.39,3,False,5,5,5,5,5,4,3,5
291,1048-49,4.2.36,3,False,5,4,5,4,4,4,4,4
292,1048-49,4.4.42,3,False,4,4,4,5,4,4,4,4
293,1048-49,4.4.42,3,False,4,4,4,4,4,5,3,4
295,1048-49,3.2.30,3,False,3,4,4,4,3,4,3,3
296,1048-49,4.4.44,3,False,5,4,4,4,4,4,4,4
297,1048-49,3.2.30,3,False,4,4,3,4,4,4,5,4
298,1048-49,1.1.3,3,False,4,4,4,4,4,5,4,4
299,1048-49,2.4.25,3,False,4,3,3,4,4,3,3,3
3,1048-49,4.3.39,3,False,4,5,5,4,3,4,4,4
30,1048-49,3.2.29,3,False,4,4,3,3,3,4,3,3
300,1048-49,4.1.34,3,False,5,5,5,4,4,4,4,5
302,1048-49,2.4.24,3,False,4,4,3,4,4,4,4,3
304,1048-49,1.1.2,3,False,4,4,4,4,4,4,4,3
305,1048-49,2.1.17,3,False,4,4,4,4,4,4,4,4
306,1048-49,1.2.6,3,False,4,4,4,4,4,5,3,4
308,1048-49,4.4.43,3,False,4,3,4,4,4,3,4,4
309,1048-49,2.1.17,3,False,4,4,3,4,4,3,3,4
31,1048-49,4.1.35,3,False,5,5,5,5,4,4,5,5
310,1048-49,4.1.34,3,False,4,4,4,4,4,4,4,4
311,1048-49,1.2.4,3,False,4,3,4,4,5,4,4,5
312,1048-49,1.4.11,3,False,3,3,3,3,3,3,3,3
313,1048-49,4.1.34,3,False,4,4,4,4,4,4,3,3
314,1048-49,1.3.8,3,False,5,5,4,4,4,4,4,4
315,1048-49,4.2.36,3,False,4,3,3,4,4,3,2,3
316,1048-49,1.1.3,3,False,5,4,4,5,4,4,3,5
317,1048-49,1.4.11,3,False,4,4,4,3,3,4,4,4
318,1048-49,2.3.21,3,False,5,4,4,4,5,4,4,5
319,1048-49,2.3.22,3,False,5,5,4,4,4,5,4,5
32,1048-49,2.2.20,3,False,4,4,4,4,4,5,3,4
320,1048-49,1.1.3,3,False,5,5,5,4,5,4,4,4
321,1048-49,2.2.18,3,False,4,4,4,4,4,3,4,3
322,1048-49,4.1.33,3,False,5,4,3,4,3,3,4,3
323,1048-49,3.2.30,3,False,4,3,3,4,4,4,3,3
324,1048-49,1.5.12,3,False,4,3,3,3,3,3,3,2
325,1048-49,4.1.34,3,False,4,4,4,4,4,4,3,5
326,1048-49,3.2.29,3,False,4,3,4,3,3,4,4,4
327,1048-49,1.2.4,3,False,4,5,4,4,4,4,5,4
328,1048-49,4.4.43,3,False,4,3,5,4,4,4,5,4
329,1048-49,4.3.41,3,False,5,5,5,5,4,4,4,4
33,1048-49,3.3.32,3,False,4,4,4,4,4,4,3,4
330,1048-49,4.1.34,3,False,4,3,3,3,3,4,4,4
331,1048-49,4.3.40,3,False,4,5,4,4,4,4,4,4
332,1048-49,3.1.28,3,False,3,4,4,4,3,4,4,4
333,1048-49,4.1.34,3,False,5,4,4,5,4,5,3,5
334,1048-49,4.1.35,3,False,4,5,4,5,4,5,5,5
335,1048-49,3.3.32,3,False,4,5,4,4,3,4,4,4
336,1048-49,4.1.35,3,False,3,3,3,2,3,4,2,2
338,1048-49,2.4.24,3,False,4,4,4,4,4,4,4,4
341,1048-49,2.4.26,3,False,4,5,3,5,4,4,4,4
342,1048-49,4.3.41,3,False,4,3,4,3,3,4,3,3
343,1048-49,4.1.34,3,False,4,4,5,4,3,4,4,4
344,1048-49,4.4.44,3,False,4,4,4,4,3,4,4,3
345,1048-49,4.3.39,3,False,4,4,3,5,4,5,4,4
346,1048-49,1.1.1,3,False,4,4,4,4,4,3,4,4
347,1048-49,4.2.36,3,False,4,4,4,3,3,4,3,3
348,1048-49,2.3.21,3,False,4,4,4,5,4,4,4,4
349,1048-49,3.2.29,3,False,5,4,4,4,4,4,3,4
350,1048-49,2.4.25,3,False,4,4,3,5,4,3,4,4
351,1048-49,1.2.5,3,False,4,3,3,4,4,3,4,4
352,1048-49,3.2.30,3,False,4,4,3,4,4,4,4,4
353,1048-49,1.3.8,3,False,4,4,2,3,3,3,4,3
354,1048-49,4.1.34,3,False,4,4,4,4,3,3,3,4
355,1048-49,4.2.37,3,False,3,4,4,3,3,4,3,4
356,1048-49,2.4.25,3,False,5,4,3,4,4,4,3,3
357,1048-49,2.2.18,3,False,5,4,5,4,5,5,3,5
358,1048-49,4.2.38,3,False,4,4,3,4,3,4,4,4
361,1048-49,1.1.2,3,False,4,4,4,3,4,4,3,4
362,1048-49,4.2.37,3,False,4,4,3,4,4,5,4,5
363,1048-49,2.3.22,3,False,5,4,4,4,4,5,5,4
366,1048-49,2.1.16,3,False,5,4,5,4,4,4,5,5
367,1048-49,1.5.14,3,False,4,5,4,5,4,4,4,5
368,1048-49,2.2.19,3,False,4,4,4,5,4,4,5,4
369,1048-49,3.3.31,3,False,5,4,5,4,4,5,4,4
37,1048-49,3.3.32,3,False,5,5,4,4,4,5,4,5
370,1048-49,4.2.37,3,False,5,4,3,5,3,4,4,4
372,1048-49,4.1.34,3,False,4,4,5,4,4,4,4,5
373,1048-49,3.3.31,3,False,4,4,5,4,4,4,3,4
374,1048-49,3.3.31,3,False,4,4,3,3,4,3,3,4
375,1048-49,4.4.42,3,False,4,3,3,3,3,3,4,4
376,1048-49,2.3.23,3,False,4,4,4,4,4,4,4,4
377,1048-49,2.3.22,3,False,5,5,4,5,4,4,4,5
378,1048-49,1.2.4,3,False,4,4,4,4,3,4,4,4
379,1048-49,4.1.34,3,False,4,3,3,4,3,4,4,3
38,1048-49,1.1.3,3,False,4,3,4,3,4,4,4,4
380,1048-49,4.1.34,3,False,4,3,4,3,3,3,3,3
381,1048-49,1.1.1,3,False,4,4,4,5,4,4,4,5
382,1048-49,4.2.37,3,False,4,5,3,4,3,4,4,3
384,1048-49,4.2.36,3,False,4,3,3,3,3,4,2,4
385,1048-49,1.3.7,3,False,5,4,4,4,4,4,4,4
387,1048-49,4.3.41,3,False,5,5,4,4,4,4,5,5
389,1048-49,2.3.22,3,False,5,4,4,4,4,4,4,4
39,1048-49,2.1.16,3,False,4,5,4,4,4,4,4,5
391,1048-49,3.3.31,3,False,5,4,4,4,4,5,5,5
392,1048-49,1.3.7,3,False,4,3,3,3,3,3,4,3
393,1048-49,4.1.34,3,False,4,4,3,3,3,4,3,3
394,1048-49,4.4.42,3,False,5,4,3,4,4,4,3,4
395,1048-49,2.3.23,3,False,4,4,4,4,4,4,4,4
396,1048-49,1.1.3,3,False,3,3,3,3,3,3,3,3
397,1048-49,4.3.41,3,False,3,4,4,2,2,4,4,4
398,1048-49,1.1.2,3,False,3,4,3,3,3,3,3,4
399,1048-49,4.4.44,3,False,4,4,3,4,4,4,3,4
4,1048-49,2.2.18,3,False,5,5,5,5,4,4,5,5
40,1048-49,3.1.28,3,False,5,5,5,5,3,4,4,4
400,1048-49,3.3.32,3,False,4,4,4,3,4,4,3,4
401,1048-49,4.3.41,3,False,4,4,4,4,3,4,4,4
402,1048-49,2.1.17,3,False,4,5,4,3,4,4,4,5
403,1048-49,1.1.1,3,False,5,5,4,5,5,4,4,5
404,1048-49,2.3.22,3,False,4,5,4,5,5,4,5,5
405,1048-49,3.2.29,3,False,4,4,4,5,4,3,3,4
408,1048-49,3.3.32,3,False,4,4,3,3,3,3,3,4
409,1048-49,4.3.39,3,False,4,5,4,5,4,3,4,4
41,1048-49,1.1.2,3,False,4,4,4,5,3,4,5,4
410,1048-49,1.2.4,3,False,5,5,5,4,5,5,4,5
411,1048-49,3.2.30,3,False,4,4,4,4,4,4,4,4
412,1048-49,2.4.26,3,False,5,4,4,4,3,3,5,4
413,1048-49,3.1.27,3,False,3,4,3,4,3,4,3,4
414,1048-49,4.4.42,3,False,4,5,5,4,4,4,4,5
415,1048-49,1.5.12,3,False,4,3,3,4,4,3,3,3
416,1048-49,1.2.6,3,False,5,4,4,4,5,4,4,4
418,1048-49,4.3.40,3,False,4,3,4,3,3,3,4,3
42,1048-49,4.3.41,3,False,5,4,4,4,4,4,4,5
420,1048-49,2.2.19,3,False,4,4,4,4,3,4,4,3
421,1048-49,1.5.14,3,False,5,4,4,4,4,4,4,4
422,1048-49,1.2.4,3,False,4,4,5,4,5,5,5,4
423,1048-49,1.5.12,3,False,5,4,4,3,4,3,3,4
424,1048-49,2.1.15,3,False,4,4,3,4,4,4,3,4
425,1048-49,1.5.13,3,False,4,3,4,4,4,3,3,4
426,1048-49,2.1.17,3,False,5,4,3,4,4,4,3,5
427,1048-49,4.2.38,3,False,5,5,4,4,4,4,3,5
428,1048-49,2.1.17,3,False,5,4,4,4,4,4,4,4
429,1048-49,4.3.41,3,False,4,3,4,3,3,4,3,3
43,1048-49,4.3.41,3,False,4,4,5,4,5,4,4,3
431,1048-49,3.1.27,3,False,5,5,5,4,4,5,4,4
432,1048-49,4.1.33,3,False,5,4,4,4,4,4,3,4
433,1048-49,1.4.10,3,False,4,4,3,3,4,4,4,4
435,1048-49,4.2.38,3,False,3,4,4,4,4,4,4,3
436,1048-49,4.4.42,3,False,4,4,4,5,5,4,4,4
437,1048-49,1.1.3,3,False,4,3,4,4,3,4,4,4
438,1048-49,2.4.25,3,False,4,4,4,5,4,4,4,4
439,1048-49,4.4.44,3,False,4,4,4,3,3,4,4,3
44,1048-49,2.4.25,3,False,4,4,4,4,4,4,4,4
440,1048-49,1.3.7,3,False,4,5,4,4,4,4,4,4
442,1048-49,4.4.42,3,False,3,4,3,4,3,4,3,3
443,1048-49,4.4.43,3,False,2,3,3,3,3,3,3,2
446,1048-49,1.5.12,3,False,5,4,4,3,4,5,3,4
448,1048-49,4.4.44,3,False,5,4,4,5,4,4,4,4
449,1048-49,4.1.34,3,False,4,4,4,3,4,4,4,3
45,1048-49,4.1.35,3,False,5,5,4,4,5,4,5,5
450,1048-49,4.4.42,3,False,4,4,4,4,4,4,4,4
451,1048-49,3.3.32,3,False,4,5,4,4,4,3,3,3
452,1048-49,4.3.39,3,False,5,4,4,5,4,5,4,4
453,1048-49,4.2.37,3,False,5,4,5,4,4,4,4,5
454,1048-49,4.1.35,3,False,5,4,4,4,4,5,4,4
455,1048-49,2.3.21,3,False,4,4,3,3,3,3,4,3
456,1048-49,1.2.5,3,False,4,4,4,4,3,3,4,3
459,1048-49,1.2.5,3,False,4,3,3,4,4,5,3,3
46,1048-49,4.1.34,3,False,4,4,4,4,4,3,4,4
460,1048-49,3.2.30,3,False,5,4,4,4,3,4,4,4
461,1048-49,3.2.29,3,False,4,4,4,4,4,3,3,4
463,1048-49,2.1.16,3,False,4,4,3,3,3,4,3,3
464,1048-49,4.1.33,3,False,4,5,3,3,4,4,4,4
465,1048-49,1.5.12,3,False,4,4,4,5,4,5,4,5
466,1048-49,4.3.40,3,False,5,4,4,4,4,4,4,4
468,1048-49,4.1.35,3,False,4,3,3,4,3,3,4,3
469,1048-49,3.3.31,3,False,4,5,5,4,4,5,5,5
47,1048-49,4.2.37,3,False,5,5,5,5,5,4,4,5
470,1048-49,3.1.27,3,False,4,4,4,5,5,4,5,5
471,1048-49,4.3.41,3,False,5,5,5,5,5,5,5,5
472,1048-49,4.2.38,3,False,5,4,4,4,5,4,4,5
473,1048-49,2.3.21,3,False,4,4,4,4,4,4,4,4
474,1048-49,1.1.1,3,False,3,4,3,4,3,4,4,3
475,1048-49,2.3.22,3,False,4,4,4,5,4,4,3,4
476,1048-49,2.4.24,3,False,4,3,4,4,3,3,4,3
477,1048-49,4.2.37,3,False,3,3,3,3,3,3,3,3
48,1048-49,2.3.23,3,False,4,4,4,4,4,4,4,4
481,1048-49,3.2.30,3,False,5,4,5,5,4,5,4,5
482,1048-49,1.3.9,3,False,5,4,4,4,4,3,4,4
483,1048-49,2.4.24,3,False,5,4,4,4,4,4,4,4
484,1048-49,2.3.23,3,False,4,4,3,4,3,4,4,3
485,1048-49,4.1.33,3,False,4,4,3,4,4,4,4,4
486,1048-49,4.2.38,3,False,5,5,4,4,4,4,3,4
487,1048-49,4.3.39,3,False,4,3,4,4,4,4,4,4
488,1048-49,1.4.10,3,False,3,3,3,3,2,4,3,3
489,1048-49,4.3.40,3,False,4,3,4,4,3,4,4,4
49,1048-49,1.1.1,3,False,3,4,3,4,4,4,4,4
490,1048-49,4.3.39,3,False,4,4,4,5,4,4,4,5
491,1048-49,4.2.37,3,False,3,4,3,2,3,3,4,3
492,1048-49,2.2.18,3,False,4,4,3,3,3,3,4,4
493,1048-49,4.2.38,3,False,4,4,4,4,3,4,3,4
494,1048-49,4.2.36,3,False,5,5,4,4,4,5,4,4
495,1048-49,2.1.17,3,False,4,4,4,4,4,3,4,3
496,1048-49,2.4.25,3,False,5,4,4,4,4,4,4,5
497,1048-49,4.4.43,3,False,4,4,4,4,4,3,4,4
498,1048-49,4.3.39,3,False,5,4,4,5,5,3,3,4
5,1048-49,4.1.33,3,False,4,4,5,4,4,3,3,4
51,1048-49,3.3.32,3,False,4,4,4,3,4,4,4,4
52,1048-49,4.1.34,3,False,4,4,4,4,3,4,4,3
53,1048-49,4.2.38,3,False,5,5,5,4,5,5,5,4
54,1048-49,4.2.38,3,False,3,4,3,3,3,4,3,3
56,1048-49,4.1.33,3,False,4,4,4,4,5,4,3,4
57,1048-49,4.4.44,3,False,5,4,4,4,4,4,3,4
58,1048-49,2.4.25,3,False,4,4,4,3,3,4,3,4
59,1048-49,3.1.27,3,False,4,4,4,3,4,4,3,3
61,1048-49,4.2.38,3,False,4,4,4,4,3,3,4,4
63,1048-49,1.1.3,3,False,5,4,3,3,3,4,4,5
64,1048-49,4.4.43,3,False,5,5,5,5,5,5,4,5
65,1048-49,4.3.40,3,False,5,4,4,4,4,4,3,4
66,1048-49,4.2.38,3,False,5,4,4,4,3,5,5,4
67,1048-49,1.1.2,3,False,5,4,5,5,4,4,5,4
68,1048-49,2.2.19,3,False,3,3,3,3,3,4,4,3
7,1048-49,3.1.28,3,False,4,4,3,3,4,4,4,3
70,1048-49,2.2.20,3,False,4,4,4,3,3,4,3,3
71,1048-49,4.3.39,3,False,4,4,4,5,3,4,4,3
72,1048-49,4.2.37,3,False,5,5,3,4,4,5,5,4
73,1048-49,3.2.30,3,False,4,3,4,4,3,4,3,4
74,1048-49,4.2.38,3,False,4,4,3,3,3,3,3,4
75,1048-49,1.5.14,3,False,4,3,4,4,5,4,4,4
77,1048-49,1.2.4,3,False,4,5,4,4,4,4,3,4
78,1048-49,1.3.7,3,False,4,5,4,4,3,3,4,4
79,1048-49,2.4.25,3,False,4,3,4,4,4,4,3,4
8,1048-49,1.4.10,3,False,4,4,4,4,5,4,4,4
81,1048-49,3.1.27,3,False,4,4,3,3,4,4,4,4
82,1048-49,2.3.23,3,False,4,4,3,4,4,4,3,3
83,1048-49,4.1.33,3,False,4,5,4,4,4,5,3,4
84,1048-49,1.2.5,3,False,5,5,5,4,5,5,5,5
85,1048-49,2.1.15,3,False,4,4,5,4,4,4,3,4
87,1048-49,4.3.39,3,False,4,5,5,4,3,4,3,4
88,1048-49,3.2.30,3,False,4,4,4,4,3,4,3,5
9,1048-49,1.1.2,3,False,3,3,3,3,4,3,4,3
90,1048-49,3.3.31,3,False,4,3,4,3,4,4,3,4
91,1048-49,4.3.39,3,False,4,3,3,4,4,4,3,3
92,1048-49,4.4.42,3,False,5,5,5,5,4,4,4,4
94,1048-49,4.1.33,3,False,4,4,3,3,3,4,3,3
95,1048-49,2.2.19,3,False,3,3,4,3,3,3,4,3
96,1048-49,4.4.44,3,False,4,3,3,4,4,3,3,4
97,1048-49,1.5.12,3,False,3,3,3,3,4,4,3,4
98,1048-49,2.2.18,3,False,4,3,3,4,4,4,4,3
99,1048-49,2.3.23,3,False,4,5,4,4,4,4,4,5
100,1049-50,3.2.30,3,True,4,4,3,3,4,4,3,3
115,1049-50,3.2.30,3,True,3,4,3,3,3,3,3,3
12,1049-50,4.1.35,3,True,4,4,4,3,4,5,4,3
120,1049-50,2.4.26,3,False,3,4,4,4,4,4,3,3
122,1049-50,1.4.10,3,False,4,5,4,5,4,4,4,5
14,1049-50,4.1.35,3,True,4,5,4,5,4,4,5,5
144,1049-50,4.1.33,3,True,4,3,3,3,3,3,4,2
165,1049-50,4.1.33,3,True,4,4,4,3,3,3,3,4
166,1049-50,2.1.17,3,True,3,3,3,3,3,4,3,2
174,1049-50,2.1.16,3,True,4,3,3,3,4,4,3,4
